COMID,CLASS,core0.05,core0.10,core0.15,core0.20,core0.25,core0.30,core0.35,core0.40,core0.45,core0.50,core0.55,core0.60,core0.65,core0.70,core0.75,core0.80,core0.85,core0.90,core0.95,strcls_int,strcls,geometry
20332970,8,0.3183807,0.3474343,0.3769981310000001,0.46867387,0.54960926,0.54960926,0.56875438,0.63247206,0.6554394,0.6554394,0.6626206710000001,0.7179233520000003,0.7470609690000002,0.85521151,0.85521151,0.88288755,0.9748596900000002,1.05025676,1.17733681,2,possibly constrained,"list(c(-116.905659928979, -116.905904195645, -116.906664328977, -116.907424395643, -116.907777328976, -116.908347195642, -116.908862928974, -116.909514528973, -116.910165928972, -116.910871528971, -116.91133272897, -116.912336928969, -116.913965328966, -116.914806928965, -116.91578439563, -116.91592059563, -116.916600328962, -116.917116595628, -116.917768595627, -116.91823032896, -116.919452528958, -116.920322595623, -116.920486395623, -116.920867195622, -116.921111795622, -116.921464928955, -116.921980928954, 
-116.922632528953, -116.923881328951, -116.924967128949, -116.925673128948, -116.926786195613, -116.927491995612, -116.929690795608, -116.930206728941, -116.931279889552, 32.83952648236, 32.8397096823597, 32.8400074156925, 32.8405112156918, 32.8406026823583, 32.8404650823585, 32.8404878823585, 32.8409000823579, 32.8409000156911, 32.8406476823582, 32.8403726823587, 32.8401662156923, 32.8400968823591, 32.8404404156919, 32.8410586823576, 32.8422958823556, 32.8446326823521, 32.8459156156835, 32.8470840156815, 
32.8478170156805, 32.8491914156784, 32.8521466823404, 32.8539108823376, 32.8553542156688, 32.8559268823345, 32.8563162823339, 32.8567056823333, 32.8569574823329, 32.8567966156665, 32.8568190823331, 32.857116615666, 32.8573452823323, 32.8572534156659, 32.857183615666, 32.8573208823324, 32.8574703451701))"
22547109,8,0.5470100625000002,0.60426322,0.606033,0.64073994,0.64073994,0.64073994,0.64702057,0.65998032,0.69046404,0.69224343,0.69224343,0.7315419,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.86731796,2,possibly constrained,"list(c(-117.041898195434, -117.041740195435, -117.041473195435, -117.040068195437, -117.039744795438, 33.5982566145156, 33.5980790145159, 33.5974922811835, 33.5963380145186, 33.59543661452))"
22548199,8,0.52626722,0.60426322,0.62543801,0.64073994,0.64073994,0.64702057,0.64702057,0.65807108,0.65998032,0.66341859,0.69224343,0.723049656,0.7510035,0.78487929,0.78487929,0.78487929,0.78487929,0.88745888,0.99201693,2,possibly constrained,"list(c(-117.032641395448, -117.033244328781, -117.036036395443, -117.036857795442, -117.037404995441, 33.500042014668, 33.4989610813364, 33.4967178813398, 33.4957792813413, 33.4954818146751))"
948070184,8,0.56984869,0.60426322,0.606033,0.64073994,0.64073994,0.64073994,0.64702057,0.65998032,0.69046404,0.69224343,0.69224343,0.7315419,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.87113484,2,possibly constrained,"list(c(-117.192549117402, -117.192645466779, -117.192753859828, -117.192982689598, -117.193187432023, -117.193356043432, -117.193584873202, -117.1938016593, -117.193910052348, -117.194138882118, -117.194319122886, -117.194620629002, -117.194753109395, -117.194885589788, -117.195102375885, -117.195379380343, -117.195824996211, -117.196029738636, -117.196186306373, -117.196352595195, 33.5608408147141, 33.5608167273699, 33.5608167273699, 33.5607083343212, 33.5605999412723, 33.5603951988468, 33.5601784127492, 
33.5599375393074, 33.5597327968819, 33.5594557924239, 33.5592588362395, 33.5587933904589, 33.5586488663939, 33.5584802549846, 33.5583357309195, 33.558263468887, 33.558263468887, 33.5582875562312, 33.5582875562312, 33.5582470812444))"
20334586,8,0.27648349,0.38897669,0.41761266,0.41761266,0.45460791,0.519483674,0.57818974,0.58332089,0.59491215,0.5968458,0.60999244,0.61933121,0.61933121,0.63247206,0.65381825,0.65520722,0.73129612,0.85521151,1.10745954,2,possibly constrained,"list(c(-116.779226995842, -116.779161729175, -116.78032139584, -116.78066439584, -116.781170795839, -116.781121529172, 32.9171628822395, 32.9169178822399, 32.914903882243, 32.9132982155788, 32.9123048155804, 32.9117710822478))"
22548209,8,0.56984869,0.60426322,0.606033,0.64073994,0.64073994,0.64702057,0.65520722,0.69046404,0.69224343,0.69224343,0.69224343,0.85018692,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.87113484,2,possibly constrained,"list(c(-117.213070395169, -117.213862795167, -117.214600795166, -117.214846528499, -117.216022128497, -117.216240328497, -117.216649795163, -117.217032395162, -117.217633995161, -117.218618728493, -117.219712595158, -117.219985928491, -117.220668995157, -117.222445595154, -117.223183395153, -117.224359128484, -117.224577728484, -117.225014528483, -117.225479195149, -117.226053728482, -117.226491195148, -117.226682395147, -117.226736128481, -117.227746928479, -117.228074728479, -117.228730195144, 
-117.229249595143, -117.230644195141, -117.230862995141, -117.231271928474, -117.231709328473, -117.233049128471, -117.233459395137, -117.234280528469, -117.234909928468, -117.235429395134, -117.235812128467, -117.236904528465, -117.237177395131, -117.237587195131, -117.23758699513, -117.237996728463, -117.238434128463, -117.238871728462, -117.238900395128, -117.239146795128, -117.239502395128, -117.24024072846, -117.240705728459, -117.240951995125, -117.241198728458, -117.241335595125, -117.241827728457, 
-117.242947995122, -117.243385395121, -117.243768728454, -117.244288328453, -117.24456179512, -117.244699128453, -117.244890595119, -117.245218928452, -117.246257195117, -117.24653052845, 33.5000412146681, 33.4993276146692, 33.4990064146697, 33.4986166146703, 33.4984094813373, 33.497928281338, 33.4973094146723, 33.4970800146727, 33.4970336813394, 33.4973078813389, 33.497329881339, 33.4972380813391, 33.4967336146732, 33.4959762146744, 33.4954944813418, 33.4953790146753, 33.4951954813423, 33.4945536813433, 
33.4944158146768, 33.4946444813431, 33.4946440813431, 33.4944378146768, 33.4936128813447, 33.492810281346, 33.4923746813467, 33.491686814681, 33.4915718146813, 33.4917310813476, 33.4916392146811, 33.4906996146825, 33.4905846813494, 33.4904918146829, 33.4906288813493, 33.4912468146817, 33.4916128146811, 33.4916580813478, 33.491497281348, 33.4905570146828, 33.4901672813501, 33.4898690813505, 33.4897774813506, 33.4894104813513, 33.4893414146847, 33.4894784146844, 33.4904406813496, 33.4906924146826, 
33.4907836813491, 33.490805881349, 33.4909200813489, 33.4911260146819, 33.4915382146813, 33.4916296813478, 33.4915604813479, 33.491032414682, 33.4909632813488, 33.4913296146816, 33.4913976813482, 33.491534881348, 33.4919700813472, 33.4921074146804, 33.492152881347, 33.4916248813478, 33.4915558813479))"
20326323,3,0.41761266,0.45004569,0.58413588,0.608462144,0.61933121,0.62543801,0.62543801,0.62543801,0.65455248,0.65520722,0.69046404,0.69224343,0.69224343,0.77753806,0.85018692,0.85018692,0.85564589,0.9375423030000012,1.03839419,2,possibly constrained,"list(c(-116.461564929668, -116.461673329668, -116.461890329668, -116.462297196334, -116.463192929666, -116.46465879633, 32.8754752823041, 32.8752918823044, 32.875062615638, 32.8746958156386, 32.8743972823058, 32.8741672156394))"
20332082,8,0.56984869,0.60426322,0.606033,0.64073994,0.64073994,0.64702057,0.65520722,0.69046404,0.69224343,0.69224343,0.69224343,0.80710135,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.86731796,0.86731796,2,possibly constrained,"list(c(-117.226443195148, -117.228845995144, 32.9035954822605, 32.9055862822574))"
22547503,8,0.56984869,0.60426322,0.606033,0.64073994,0.64073994,0.64073994,0.65520722,0.69046404,0.69046404,0.69224343,0.69224343,0.71636204,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.86731796,2,possibly constrained,"list(c(-116.941752928923, -116.941779328923, -116.941915728923, -116.942489528922, -116.942516395589, 33.5274318146255, 33.5262174812941, 33.5258050812947, 33.5248424812962, 33.524384281297))"
20325637,8,0.3323730320000001,0.33427833,0.34639148,0.3858281720000001,0.40829885,0.40829885,0.51458513,0.53057425,0.53057425,0.58966779,0.60007522,0.6562031760000001,0.68677844,0.7958525280000004,0.91821365,0.91821365,0.91821365,0.9188989440000005,1.10527823,2,possibly constrained,"list(c(-116.748263529223, -116.74834439589, -116.74818139589, -116.745471929228, -116.744794395895, -116.744712929229, -116.744653329229, -116.744977395895, -116.745544995894, 32.5868678160855, 32.5866386160858, 32.5862034160865, 32.5838460160901, 32.5831592160913, 32.5829302160916, 32.578828816098, 32.5782784827655, 32.5777738827663))"
22547119,8,0.58413588,0.60426322,0.606033,0.64073994,0.64073994,0.64702057,0.65520722,0.69046404,0.69224343,0.69224343,0.69224343,0.85018692,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.87113484,2,possibly constrained,"list(c(-117.056993528744, -117.066246395396, 33.5881844811979, 33.5867208812002))"
20343051,3,0.56984869,0.593834523,0.60426322,0.606033,0.64073994,0.64073994,0.64073994,0.64702057,0.69046404,0.69046404,0.69224343,0.69224343,0.69224343,0.7315419,0.85018692,0.855298386,0.85564589,0.86731796,0.91978621,2,possibly constrained,"list(c(-116.858908529052, -116.857871329053, -116.857571129054, -116.857489329054, 33.3357592149229, 33.3359422815894, 33.3357818815896, 33.3354382815901))"
20341789,8,0.5470100625000002,0.60426322,0.60426322,0.606033,0.64073994,0.64073994,0.64702057,0.69046404,0.69046404,0.69224343,0.69224343,0.7949926900000007,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.91978621,2,possibly constrained,"list(c(-117.056162995412, -117.056653728745, -117.05744459541, -117.059599595407, -117.061072128738, -117.061508728737, -117.062681128735, -117.062981128735, -117.063390528734, -117.065080528732, -117.06619832873, -117.067015928729, -117.067588328728, -117.068270195393, -117.068869928726, -117.07015079539, -117.07047759539, -117.070831328723, -117.071076528722, -117.072085128721, -117.07235752872, -117.072357195387, -117.07249352872, -117.07271152872, 33.2250224817616, 33.2248852817618, 33.2245192150958, 
33.2227562150985, 33.2219550150997, 33.2213824817673, 33.2208332151015, 33.2206042817685, 33.2198712817696, 33.2198492817697, 33.21962068177, 33.2198044151031, 33.2197588151031, 33.2191862817707, 33.2190948817709, 33.2194850151036, 33.219828815103, 33.2208828817681, 33.2210434151012, 33.2210666817677, 33.2213416817673, 33.2218916150999, 33.2220062150997, 33.2220520817662))"
948070390,8,0.5687545,0.60426322,0.606033,0.64073994,0.64073994,0.64073994,0.65520722,0.69046404,0.69224343,0.69224343,0.69224343,0.7848911980000013,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.86731796,0.86731796,2,possibly constrained,"list(c(-117.167471928336, -117.168828795237, -117.170105195235, -117.174287328562, 32.8910363118116, 32.8911648156132, 32.8910268156134, 32.8907960822803))"
20348873,8,0.5687545,0.60426322,0.60426322,0.608462144,0.64073994,0.64073994,0.64702057,0.65998032,0.69046404,0.69224343,0.69224343,0.69224343,0.71636204,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.8719510419999992,2,possibly constrained,"list(c(-117.435415728157, -117.435606794823, -117.435633728156, -117.435852194823, -117.435988728156, -117.435851728156, -117.435878594823, -117.436097328156, 33.5182226813065, 33.5176956813074, 33.5170312813083, 33.5166188146423, 33.516183414643, 33.5158626813102, 33.5152442146444, 33.5150378813115))"
20325083,3,0.56984869,0.60426322,0.60426322,0.606033,0.64073994,0.64073994,0.64702057,0.65998032,0.69046404,0.69224343,0.69224343,0.69224343,0.7315419,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.91978621,2,possibly constrained,"list(c(-116.384830796454, -116.385237529787, -116.385264596454, -116.385372996453, -116.385454329787, -116.385725529786, 32.7949928157624, 32.7940076157639, 32.7930224157654, 32.7927702824325, 32.7919454824338, 32.7914872824345))"
20329228,8,0.58413588,0.60426322,0.606033,0.64073994,0.64073994,0.64702057,0.65520722,0.69046404,0.69224343,0.69224343,0.69224343,0.85018692,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.87113484,2,possibly constrained,"list(c(-117.0857187287, -117.087328795364, -117.087552195363, 33.0496468153672, 33.0522028820299, 33.0525252820294))"
20348855,8,0.5687545,0.60426322,0.60426322,0.62543801,0.64073994,0.64073994,0.64702057,0.69046404,0.69046404,0.69224343,0.69224343,0.7224339840000005,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.8890752464999985,2,possibly constrained,"list(c(-117.573560327942, -117.574025127942, -117.574380594608, -117.577881594602, 33.5156862813105, 33.51593848131, 33.51600728131, 33.5156420813105))"
948070218,8,0.52158305,0.5835412660000001,0.60426322,0.60426322,0.605590555,0.64073994,0.64073994,0.64702057,0.64702057,0.69046404,0.69046404,0.69224343,0.71636204,0.7315419,0.8146944750000018,0.85564589,0.92141272,1.0303679720000005,1.05518208,2,possibly constrained,"list(c(-116.897897395658, -116.898114485664, -116.899332668102, -116.899490195655, 32.6310756826835, 32.6310964040046, 32.6309856601466, 32.6309644826837))"
20325177,8,0.19572719,0.3183807,0.37541940750000025,0.41761266,0.49815508,0.53057425,0.560481296,0.5968458,0.61933121,0.63247206,0.64702057,0.65520722,0.6861184655000008,0.69219839,0.73129612,0.77045165,0.85564589,1.00730755,1.0874594884999993,2,possibly constrained,"list(c(-116.630567396073, -116.631191129405, -116.63224839607, -116.634227596067, -116.635962796064, -116.637643929395, -116.640246596058, -116.641412396056, -116.642225729388, -116.642767996054, -116.644069129385, -116.645559996049, -116.646563129381, -116.647810329379, -116.648325596045, -116.648867796044, -116.649572596043, -116.650684196041, 32.7497428824993, 32.7496512824995, 32.7491242825003, 32.748711682501, 32.7486430158344, 32.7481388158351, 32.7476344825026, 32.7472908158365, 32.7469012158371, 
32.7463740825045, 32.7453428825062, 32.7440138158415, 32.7438074825085, 32.7442196825079, 32.7444946158408, 32.7446548825072, 32.7446548158406, 32.744379615841))"
20342997,3,0.45004569,0.45004569,0.58413588,0.60906943,0.61364804,0.62543801,0.62543801,0.65455248,0.65520722,0.69219839,0.69224343,0.7082853380000005,0.78692025,0.85018692,0.85018692,0.85137043,0.85564589,0.9375423030000012,1.03839419,2,possibly constrained,"list(c(-116.666065996018, -116.665847529351, -116.665546996018, -116.665437596019, -116.665355729352, -116.665355529352, -116.665710129352, -116.665709929352, -116.665955396018, -116.666036996018, -116.665955129351, -116.665927796018, -116.665654396018, -116.665408596019, 33.3569932148901, 33.3568786815569, 33.356397614891, 33.3559166148917, 33.3558708148917, 33.3554354815591, 33.3549544148932, 33.3544732815606, 33.3539920815613, 33.3533964148956, 33.3533276815624, 33.3530298815629, 33.3523654815638, 
33.3519532148978))"
20330868,8,0.27648349,0.27648349,0.37943871,0.41761266,0.45004569,0.45004569,0.52158305,0.52886834,0.55965967,0.58475437,0.60906943,0.6373515160000004,0.65520722,0.65520722,0.65520722,0.6937503520000003,0.85137043,1.0031734,1.012112,2,possibly constrained,"list(c(-116.786337995831, -116.786336929164, -116.786227729164, -116.785818529165, -116.785818129165, -116.786524929164, -116.787340595829, -116.787830395829, -116.78889192916, -116.789436529159, -116.790499129158, -116.791071395824, -116.791261995823, -116.791534395823, -116.792078195822, -116.792105329155, -116.792676329154, -116.794172795819, -116.794254529152, -116.794390595818, -116.794553995818, -116.794662929151, -116.794690129151, -116.794853729151, -116.796270195816, -116.797904329146, -116.798693995812, 
-116.799973929143, -116.80215212914, -116.802560395806, -116.802832395805, -116.803920929137, -116.805935395801, -116.806289129133, -116.806316329133, 33.1182002819274, 33.1191626152592, 33.1195290152587, 33.1202390152576, 33.1206284819236, 33.1217746152553, 33.1228748819201, 33.1232418819196, 33.1236092152524, 33.1235178819192, 33.1228770819202, 33.122304681921, 33.1222130819212, 33.1222362152545, 33.1229698152533, 33.1231530819197, 33.1238866819186, 33.12507901525, 33.1251248819167, 33.1251478819166, 
33.12514801525, 33.1251022819167, 33.1250336152501, 33.1248732819171, 33.1242326819181, 33.1238670819187, 33.1238218152521, 33.1235704819191, 33.1236864152522, 33.1238468819187, 33.1241220152516, 33.1250390819168, 33.1255672152493, 33.125773615249, 33.1258882152489))"
20332118,8,0.56984869,0.60426322,0.606033,0.62543801,0.64073994,0.64073994,0.64702057,0.65998032,0.69046404,0.69224343,0.69224343,0.7393265400000006,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.87113484,2,possibly constrained,"list(c(-117.116274928652, -117.116376195319, -117.116573795318, 32.943412015532, 32.9434952155319, 32.9438932155313))"
20333160,8,0.33427833,0.34639148,0.40829885,0.41761266,0.51458513,0.53057425,0.53057425,0.53057425,0.57743005,0.5968458,0.60999244,0.6273615,0.66341859,0.72393462,0.8515516625000003,0.91821365,0.927230715500001,1.0031734,1.05518208,2,possibly constrained,"list(c(-116.836155995754, -116.84033212908, -116.841254195746, -116.842067995744, -116.845105729073, 32.7653568158085, 32.7656786158079, 32.7653352158084, 32.7649000824758, 32.7638010824775))"
