COMID,CLASS,core0.05,core0.10,core0.15,core0.20,core0.25,core0.30,core0.35,core0.40,core0.45,core0.50,core0.55,core0.60,core0.65,core0.70,core0.75,core0.80,core0.85,core0.90,core0.95,strcls_int,strcls,geometry
22548471,8,0.56984869,0.60426322,0.60426322,0.606033,0.64073994,0.64073994,0.64702057,0.65998032,0.69046404,0.69224343,0.69224343,0.69224343,0.69224343,0.80710135,0.85018692,0.85564589,0.85564589,0.86731796,0.91978621,2,possibly constrained,"list(c(-117.320522595002, -117.321151995001, -117.321480195, -117.321507728334, -117.321152928334, -117.320087595002, -117.319650795003, -117.319514328337, -117.319514928337, -117.319651528336, -117.320416728335, -117.320881328335, -117.320908928335, -117.320745395001, -117.320800128335, -117.321456328334, -117.321456595, -117.320965395001, -117.320665328335, -117.320420328335, 33.4192072814602, 33.4174892814628, 33.4169624814636, 33.4165730814643, 33.4161376147983, 33.4157706814655, 33.4154038814661, 
33.4150600814666, 33.4143270814678, 33.4141438148014, 33.4137088814687, 33.4133424814693, 33.4130676148031, 33.4125176814706, 33.412242681471, 33.4111892814726, 33.4108226814732, 33.4100436148078, 33.4093560814755, 33.4077982148113))"
22547405,3,0.33427833,0.40829885,0.56984869,0.64073994,0.64702057,0.6554394,0.66341859,0.701651738,0.7510035,0.78487929,0.8071175350000004,0.87113484,0.88745888,0.88745888,0.91978621,0.98571835,0.99201693,1.00730755,1.05482853,2,possibly constrained,"list(c(-116.63252919607, -116.6343353294, -116.635730729398, -116.636442196064, -116.637263129396, -116.638653149906, -116.640160584697, -116.648177396992, 33.5634870145695, 33.5627766812372, 33.5617228812389, 33.5613332812395, 33.5610354145733, 33.5603883852252, 33.5603541253436, 33.5602170858172))"
20329858,8,0.38743589,0.43670957,0.55965967,0.5968458,0.60007522,0.6309388919999999,0.6446707,0.72393462,0.73786173,0.76538635,0.8245455050000003,0.88288755,0.88288755,0.91821365,0.91978621,1.0031734,1.012112,1.0565910200000013,1.1775724174999997,2,possibly constrained,"list(c(-116.972677328875, -116.973222195541, -116.973767328873, -116.97401279554, -116.974776195538, -116.977746128867, -116.980959995529, -116.985317728855, -116.986216395521, -116.988449195517, -116.989129928849, -116.989347595516, 33.0670094820069, 33.0675590153394, 33.068383415338, 33.0690476153371, 33.0703300820017, 33.0735352819968, 33.0759384153263, 33.078729615322, 33.0792558153212, 33.0801474153198, 33.0803530153195, 33.0803528153195))"
20343501,3,0.27648349,0.27648349,0.37943871,0.41761266,0.45004569,0.45004569,0.45004569,0.52158305,0.54788523,0.58332089,0.59491215,0.61933121,0.62543801,0.65520722,0.65520722,0.65520722,0.69224343,0.8517979760000004,1.0031734,2,possibly constrained,"list(c(-116.659209529362, -116.659727529361, -116.660109196027, -116.661117729359, -116.662044529357, -116.662507796023, -116.662889596023, -116.662971596023, -116.663435129355, -116.663844129355, 33.2061150817909, 33.20668768179, 33.206939615123, 33.2073288151224, 33.2075118151221, 33.2078096151216, 33.2083134817875, 33.20884041512, 33.209275681786, 33.2096192151187))"
20341505,8,0.29617237,0.33427833,0.33427833,0.34639148,0.3793973,0.40829885,0.40829885,0.51458513,0.57650154,0.60999244,0.65867922,0.73786173,0.82145675,0.91821365,0.91821365,0.91821365,0.91821365,1.0031734,1.17733681,2,possibly constrained,"list(c(-117.055178595414, -117.057008395411, -117.05780039541, -117.058810528741, -117.060093528739, -117.060584795405, -117.060584795405, 33.3616736815495, 33.3609644815506, 33.360758681551, 33.3607134148843, 33.3609432815507, 33.3611726148836, 33.3612642148835))"
20332496,8,0.37943871,0.45460791,0.52158305,0.52886834,0.56984869,0.57818974,0.606033,0.606033,0.65520722,0.65520722,0.65520722,0.73129612,0.7315419,0.80710135,0.8106902000000009,0.85564589,0.86731796,0.86731796,0.86731796,2,possibly constrained,"list(c(-116.740876195901, -116.741390329234, -116.741417129234, -116.7417963959, -116.742203595899, -116.743615329231, -116.74385912923, -116.743749595897, -116.743613329231, -116.7416805959, -116.741217729234, -116.740782195902, -116.739148595904, -116.738930329238, -116.738929195905, 32.9875600154636, 32.9857266154664, 32.9854286821335, 32.984466082135, 32.9839158154692, 32.9824710821381, 32.9818292821391, 32.98123368214, 32.9809360154738, 32.9789216154769, 32.9782804154779, 32.9778454821453, 32.9757620154819, 
32.9751664821495, 32.9743188154841))"
22549675,3,0.5777726875,0.60426322,0.60426322,0.606033,0.64073994,0.64073994,0.654978061,0.69046404,0.69046404,0.69224343,0.77446837,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.85564589,0.8613824780000006,0.87113484,2,possibly constrained,"list(c(-116.740321529236, -116.741004329235, -116.743680329231, -116.744909395895, -116.746984929225, -116.747366995891, -116.748376729223, -116.749195929222, -116.749301646905, 33.3767878815259, 33.3768788815258, 33.3767848148593, 33.3769898815257, 33.3771482148587, 33.3770562815255, 33.3765970815262, 33.3765734148597, 33.3766899703473))"
20332434,8,0.19572719,0.247141,0.45460791,0.52158305,0.52886834,0.56092371,0.60426322,0.606033,0.606033,0.606033,0.65520722,0.69046404,0.69219839,0.7613550320000002,0.85564589,0.86731796,0.9200301865,0.9369943650000007,1.02947617,2,possibly constrained,"list(c(-116.846277729071, -116.846277795738, -116.846468195738, -116.846468195738, -116.846250795738, -116.846169395738, -116.846251195738, 32.9954664154512, 32.9953288821182, 32.9950998821185, 32.9948478154522, 32.9945270821194, 32.9940686821201, 32.9934960154543))"
20325513,8,0.5834215205000001,0.60426322,0.60426322,0.606033,0.64073994,0.64073994,0.64702057,0.69046404,0.69046404,0.69224343,0.69224343,0.69224343,0.8221812995000034,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.9198675355,2,possibly constrained,"list(c(-116.751768795885, -116.752419929217, -116.752826529216, -116.754045195881, -116.754451529214, -116.75466859588, -116.75469619588, -116.754507329214, -116.754291129214, -116.753507329215, -116.752858195883, -116.752885529216, -116.753915729215, -116.75451219588, -116.75456699588, -116.753919129215, -116.753730395882, -116.753623129215, -116.753163729216, -116.752920995883, -116.752136995884, -116.751974929218, -116.751921595884, -116.751786729218, -116.752112929217, 32.6224256160303, 32.6214868160318, 
32.6212122826988, 32.6209156160327, 32.6207326826996, 32.6204580160334, 32.620022616034, 32.6195412160348, 32.6192432160353, 32.6183030160367, 32.6178210827042, 32.6176150160378, 32.6165620160394, 32.6158750827072, 32.6153482827079, 32.61399568271, 32.6133998160444, 32.6126206827122, 32.6120014827132, 32.6112680827143, 32.6105798827154, 32.6102590160492, 32.6096402827168, 32.6093194160506, 32.6084260827187))"
20341599,8,0.5834215205000001,0.60426322,0.606033,0.64073994,0.64073994,0.64702057,0.65998032,0.69046404,0.69224343,0.69224343,0.6970392780000005,0.85018692,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.87113484,2,possibly constrained,"list(c(-117.192097395201, -117.192042728535, -117.192451328534, -117.193596728532, -117.193841995198, -117.193785795199, -117.193894128532, -117.194030128531, -117.194029728531, 33.3217418149449, 33.321627414945, 33.3207106816131, 33.3196790816147, 33.3192666149487, 33.3169984149522, 33.3159444816205, 33.3154174816213, 33.3150508816219))"
948070186,8,0.56984869,0.60426322,0.606033,0.64073994,0.64073994,0.64073994,0.64702057,0.65998032,0.69046404,0.69224343,0.69224343,0.7315419,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.86731796,2,possibly constrained,"list(c(-117.194492256529, -117.194419660489, -117.19435224988, -117.194179512976, 33.5409192078428, 33.5407947574874, 33.5406340091119, 33.5402802961764))"
20331500,8,0.27534086250000006,0.3762382690000002,0.45004569,0.52158305,0.54960926,0.5817815449999999,0.5964326195,0.606033,0.655334919,0.73129612,0.7315419,0.80710135,0.82145675,0.85564589,0.86731796,0.88288755,0.92141272,1.00730755,1.10527823,2,possibly constrained,"list(c(-117.13071992863, -117.131479328628, -117.132564195293, -117.133133728626, -117.133920395291, -117.134381395291, -117.135954328621, -117.136496795287, -117.13701212862, -117.137229128619, -117.137337595286, 32.7729210157966, 32.7726688824637, 32.7728520824634, 32.7731040824631, 32.7730352824631, 32.7728748824634, 32.772691415797, 32.7727142824637, 32.7728288157968, 32.7729662824632, 32.7732184157962))"
20331400,8,0.5687545,0.60426322,0.606033,0.64073994,0.64073994,0.64073994,0.65520722,0.69046404,0.69224343,0.69224343,0.69224343,0.7315419,0.85018692,0.85018692,0.8504827975,0.85564589,0.86731796,0.86731796,0.86731796,2,possibly constrained,"list(c(-117.054023928749, -117.054187395415, -117.054051928749, -117.054052195415, -117.054215328748, -117.054215595415, -117.053971595415, -117.054080528749, -117.054297795415, -117.054488128748, -117.054542728748, -117.054461395415, -117.054570328748, -117.054461928748, -117.054462395415, -117.054761728747, -117.054761995414, -117.054436728748, -117.054599928748, -117.054518795414, -117.054871995414, -117.054926395414, -117.054736995414, -117.054927328747, -117.054954595414, -117.054846195414, 
-117.053408195416, -117.05332692875, -117.05338192875, -117.05330072875, -117.052812528751, -117.052568795418, -117.052596528751, -117.052298528751, -117.051783195419, -117.051892528752, -117.051512795419, -117.05069839542, -117.050481728754, -117.049586995422, -117.049587395422, -117.050184928755, -117.050185395421, -117.050429995421, -117.050457995421, -117.050051395421, -117.049807595422, -117.049889595422, -117.050161328755, -117.050215928755, -117.050025995421, -117.049048995423, -117.048561928757, 
-117.048344795424, -117.046770595427, -117.045657395428, -117.045277395429, -117.044762128763, -117.044192595431, -117.044112995431, -117.044004728764, -117.043571195431, -117.043599728765, 32.8716540823101, 32.8708982156446, 32.8704856156452, 32.8701878156456, 32.869935815646, 32.8695234156467, 32.8690420823142, 32.8687444156479, 32.8686298823148, 32.8684008823151, 32.8678052156494, 32.8677592823161, 32.8673010823168, 32.8670948823172, 32.8663616823183, 32.8655370156529, 32.8651474823202, 32.8645974156544, 
32.864185015655, 32.8638184156555, 32.8635206823227, 32.8633146156563, 32.8624896823243, 32.8621918823248, 32.8619398823251, 32.8617336156588, 32.8606558823272, 32.8604496156608, 32.859441482329, 32.8591436156628, 32.8585704156637, 32.8578142156648, 32.8571038823327, 32.8563706156672, 32.8557516156681, 32.8550184823359, 32.8545600156699, 32.8545136823367, 32.8540324823375, 32.8526342823396, 32.8522676823401, 32.8518784823408, 32.8512598823417, 32.8508934156757, 32.8499082156772, 32.8492206156782, 
32.8485788823459, 32.8479832156802, 32.8475938823474, 32.8472960156812, 32.8470210156817, 32.8468830156819, 32.8451642156845, 32.8450724823513, 32.8449798156848, 32.8453914823508, 32.8453912823508, 32.8447264823518, 32.844199215686, 32.8421370156892, 32.8418162156897, 32.840991015691, 32.8396392156931))"
20331148,8,0.56984869,0.60426322,0.606033,0.64073994,0.64073994,0.64073994,0.65520722,0.69046404,0.69046404,0.69224343,0.69224343,0.80710135,0.85018692,0.85018692,0.8504827975,0.85564589,0.85564589,0.86731796,0.87113484,2,possibly constrained,"list(c(-117.04700392876, -117.048444395424, -117.049640528756, 32.9514532155196, 32.95120201552, 32.9507674821873))"
22549401,3,0.56984869,0.60426322,0.606033,0.62543801,0.64073994,0.64702057,0.65520722,0.69046404,0.69224343,0.69224343,0.7315419,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.85564589,0.86731796,0.87113484,2,possibly constrained,"list(c(-116.859475795717, -116.860077595717, -116.860733995716, -116.861992129047, -116.862019595714, -116.861636929048, -116.861609729047, -116.861719129047, -116.861965329047, -116.862512395713, -116.863223329045, -116.864863995709, -116.867242929039, -116.870250529034, -116.871180329033, -116.874871529027, -116.875855995692, -116.876101995692, 33.4996132813353, 33.4993154813357, 33.4988116146698, 33.4969330813394, 33.4960396146742, 33.495260681342, 33.4945732813431, 33.4940922813439, 33.4936798813445, 
33.4930614146788, 33.4926720146794, 33.4923284813467, 33.4921682813469, 33.4922142813468, 33.4919394146806, 33.4901754146832, 33.4900378813502, 33.4900608813501))"
948070153,8,0.44842403850000007,0.49815508,0.58413588,0.60906943,0.62543801,0.62543801,0.62543801,0.6510991780000002,0.65520722,0.65998032,0.692218658,0.69224343,0.69977804,0.78692025,0.85018692,0.85137043,0.85564589,0.86731796,1.03839419,2,possibly constrained,"list(c(-116.694996464953, -116.695074213904, -116.695205374226, -116.695361023975, -116.6955944986, -116.695827973225, -116.69606144785, -116.696398688975, -116.696709988474, -116.697125054474, -116.697410412349, -116.697799536723, -116.698292427598, -116.698551843848, -116.698889084972, -116.699148501222, -116.699511683972, -116.699771100222, -116.70117194797, -116.70169078047, -116.702105846469, -116.702443087594, -116.702650620594, -116.702676562219, -116.702728445469, -116.702728445469, -116.702572795719, 
-116.702469029219, -116.702598737344, -116.703065686594, -116.703480752593, -116.703895818593, -116.706048973466, -116.706360272966, -116.70669751409, -116.707086638465, -116.707294171465, -116.70752764609, -116.707916770464, -116.708279953214, -116.709499209588, -116.709732684213, -116.709945033978, -116.710254696785, -116.710413304563, -116.710469120905, -116.710813600386, -116.711122624407, -116.711629297534, -116.711961618594, -116.712171721213, -116.712301492406, -116.712346395946, 33.2693765836567, 
33.2696302753653, 33.2697495120208, 33.2700608115205, 33.2701905196454, 33.2703721110202, 33.2705277607701, 33.270657468895, 33.2708131186448, 33.2710725348946, 33.2711503597696, 33.2712022430195, 33.2714097760193, 33.2715394841441, 33.271695133894, 33.2718248420189, 33.2720323750188, 33.2721101998937, 33.2726290323932, 33.272810623768, 33.2729662735179, 33.2731219232678, 33.2733294562676, 33.2734332227675, 33.2737704638922, 33.2741077050169, 33.2745487126415, 33.2747043623914, 33.275145370016, 33.2755085527657, 
33.2756642025156, 33.2757420273904, 33.2757420273904, 33.2756901441405, 33.2755863776406, 33.2755863776406, 33.2756123192656, 33.2757160857655, 33.2759495603903, 33.2761052101401, 33.2761052101401, 33.2762349182651, 33.276425728631, 33.276606994664, 33.2768335772051, 33.2771319157721, 33.2778305403859, 33.2779278986698, 33.2780118064188, 33.2782685999654, 33.2786700284115, 33.2788275035668, 33.2794184816772))"
20331350,8,0.52886834,0.60426322,0.606033,0.64073994,0.64073994,0.64073994,0.64702057,0.65998032,0.69046404,0.69224343,0.69224343,0.7315419,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.86731796,2,possibly constrained,"list(c(-117.003707928827, -117.003708528827, -117.004525995492, -117.006349195489, -117.006757728822, -117.007628395487, -117.007601995487, 32.8750524156382, 32.8746170823055, 32.8724182823088, 32.8693726823136, 32.8684106823151, 32.8669680823173, 32.8663494156516))"
20333052,8,0.5470100625000002,0.60426322,0.606033,0.62543801,0.64073994,0.64073994,0.64702057,0.69046404,0.69046404,0.69224343,0.69224343,0.80710135,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.87113484,2,possibly constrained,"list(c(-116.973397928874, -116.973453128874, -116.973210528874, -116.973238728874, -116.973320395541, -116.973268195541, -116.973132795541, 32.8086510824079, 32.80945301574, 32.8109196157377, 32.8119506824028, 32.8122026157357, 32.8140356157329, 32.8142878157325))"
20325249,8,0.5285040755,0.58413588,0.60426322,0.60426322,0.60426322,0.606033,0.64073994,0.64702057,0.69046404,0.69046404,0.69224343,0.69224343,0.7315419,0.8482181630000001,0.85018692,0.85564589,0.85564589,0.87113484,0.9859652969999998,2,possibly constrained,"list(c(-116.587553396139, -116.587959996139, -116.588881529471, -116.58955912947, -116.590128329469, -116.591130929467, -116.591781196133, -116.59397619613, -116.599450929454, -116.599667796121, -116.599749196121, -116.60004739612, -116.600481129453, -116.600833329452, -116.601185596118, -116.601754796117, -116.602865996116, 32.7161696825515, 32.7163074158846, 32.7161700825515, 32.7161932825514, 32.7163080158846, 32.716697815884, 32.7170874825501, 32.7181190825485, 32.7188538158806, 32.7187392825475, 
32.7185788825478, 32.7183498158814, 32.7183728825481, 32.7184874825479, 32.7187624825474, 32.7189460158805, 32.7189920158805))"
20351609,8,0.5687545,0.60426322,0.60426322,0.606033,0.64073994,0.64073994,0.64702057,0.69046404,0.69046404,0.69224343,0.69224343,0.69224343,0.7607573200000011,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.91978621,2,possibly constrained,"list(c(-117.500532594722, -117.500887394722, -117.50180199472, -117.502212728053, -117.502952128052, -117.50432012805, -117.504594194716, -117.504923994716, -117.505035728049, -117.505255728048, -117.505666728048, -117.506268328047, -117.507443594712, -117.509494394708, 33.4555570814038, 33.4552360147376, 33.4545300147387, 33.4540952147394, 33.4530190814077, 33.4518748814095, 33.4513024814104, 33.4499740147458, 33.4480956814153, 33.4471108147502, 33.4463550814181, 33.4459662147521, 33.4458298814189, 
33.4449840814201))"
20334668,8,0.33427833,0.33427833,0.34639148,0.40829885,0.44671165999999995,0.53057425,0.59491215,0.60999244,0.6273615,0.6546288250000001,0.7437755265000006,0.88288755,0.91821365,0.91821365,0.91821365,0.9245652940000015,0.99201693,1.012112,1.1109534034999968,2,possibly constrained,"list(c(-116.948909395579, -116.949504595578, -116.949950795577, -116.950501528909, -116.951068395575, -116.951756128908, -116.952526928906, -116.953193128905, -116.954157328904, -116.955303928902, -116.9563349289, -116.9566529289, 32.7212858158769, 32.7207820825443, 32.7203064158784, 32.7196366825461, 32.7188332825473, 32.7177020825491, 32.7166862158839, 32.7158640825519, 32.7149862825533, 32.7142050158879, 32.7135760825555, 32.7132068825561))"
20348191,8,0.52158305,0.58413588,0.60426322,0.62421665,0.64073994,0.64073994,0.64702057,0.65998032,0.69046404,0.69224343,0.69224343,0.71636204,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.87113484,2,possibly constrained,"list(c(-117.484747194747, -117.485569594746, -117.485706928079, -117.485789794745, -117.485899594745, -117.488011928075, -117.488696928074, -117.489217128073, -117.48949099474, 33.682401014385, 33.6826752143846, 33.6828812143842, 33.6834308810501, 33.6836370810498, 33.6853532143804, 33.6852380143806, 33.6848710810479, 33.6848250143812))"
20343239,8,0.45004569,0.45460791,0.52158305,0.54788523,0.57818974,0.606033,0.64073994,0.65520722,0.65520722,0.65520722,0.73129612,0.80710135,0.85018692,0.86731796,0.86731796,0.86731796,0.86731796,0.86731796,0.86731796,2,possibly constrained,"list(c(-116.951267128908, -116.951157395575, -116.951156928908, -116.951265795575, -116.951837928907, -116.951782195574, -116.951890928907, -116.952108728907, -116.952708395573, -116.953580995571, -116.953853595571, -116.95428959557, -116.954644128903, -116.955162528902, -116.955735328901, -116.957207728899, -116.958407195564, -116.960479528894, -116.962415328891, -116.96304212889, -116.963914928889, -116.965087195553, -116.965986795552, -116.966667995551, -116.96724059555, -116.968685928881, -116.969939528879, 
-116.970811795545, 33.2976364149823, 33.2970408149832, 33.2964222149841, 33.2961014149847, 33.2950470816529, 33.2938786816547, 33.2932600816557, 33.2927786816564, 33.2922514816573, 33.291792681658, 33.2915634149916, 33.2909904149926, 33.2908296816595, 33.2908292816595, 33.290714414993, 33.2899574816608, 33.2891318149954, 33.288099414997, 33.2869754149988, 33.2864708816662, 33.2862870816665, 33.2856218816675, 33.2850026150019, 33.2842918150029, 33.2839706816701, 33.2835572150041, 33.2825252816724, 
33.2819746816732))"
20341529,8,0.56984869,0.60426322,0.60426322,0.606033,0.64073994,0.64073994,0.64702057,0.69046404,0.69046404,0.69224343,0.69224343,0.78487929,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.87113484,2,possibly constrained,"list(c(-117.161554195249, -117.161690328582, -117.16245392858, -117.162699395247, -117.162726595247, -117.16261712858, -117.162425928581, -117.162070928581, -117.161852328581, -117.161660928582, -117.161414928582, -117.16037699525, -117.159666595251, -117.159010395253, -117.159010128586, -117.159119195252, -117.159310195252, -117.159801395251, -117.160101395251, -117.159882928584, -117.159226795252, -117.159251795252, 33.3744946148629, 33.3733030815314, 33.3710576815349, 33.3707598148687, 33.3703016148695, 
33.3698664148701, 33.3695228148707, 33.3691562815379, 33.3687898148718, 33.3681712148728, 33.3678276148733, 33.3668658148748, 33.3656058815434, 33.3633150148803, 33.362627681548, 33.3621694815488, 33.3618258148826, 33.3612528148835, 33.360290614885, 33.3598782148856, 33.3578164815555, 33.3516992815649))"
20348495,8,0.56984869,0.60426322,0.606033,0.6376795540000002,0.64073994,0.64073994,0.64702057,0.6796458600000006,0.69046404,0.69224343,0.69224343,0.80710135,0.85018692,0.85018692,0.8523307000000002,0.85564589,0.85564589,0.86731796,0.87113484,2,possibly constrained,"list(c(-117.801116927589, -117.802294327587, -117.803416327585, -117.803991194251, -117.804264927584, -117.804292394251, -117.804073727584, -117.804073994251, -117.804375594251, -117.804375927584, -117.804293794251, -117.804294527584, -117.804431594251, -117.805553927582, -117.805909994248, -117.806293327581, -117.80692312758, -117.808017994245, 33.5799140812107, 33.5792732812117, 33.579274014545, 33.5791826812119, 33.579068281212, 33.5788850812123, 33.5786100812127, 33.5782892812133, 33.5775794145476, 
33.5771898812149, 33.5770982812151, 33.5764568145494, 33.5761820145499, 33.5757930812171, 33.5754726145509, 33.5752666145512, 33.5746714145522, 33.5744888145524))"
22549657,3,0.56984869,0.60426322,0.606033,0.64073994,0.64073994,0.64073994,0.64702057,0.65998032,0.69046404,0.69224343,0.69224343,0.7315419,0.80710135,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.86731796,2,possibly constrained,"list(c(-116.850049729065, -116.850295529065, -116.850404529065, -116.850240529065, -116.849885329066, -116.849912395732, 33.3859086148451, 33.3862980815112, 33.3869396815102, 33.3873520148429, 33.3878330815088, 33.3887494815074))"
22549573,3,0.56984869,0.60426322,0.60426322,0.606033,0.64073994,0.64073994,0.64702057,0.69046404,0.69046404,0.69224343,0.7030968045000011,0.8243355780000015,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.91978621,2,possibly constrained,"list(c(-116.740484995902, -116.740648595902, -116.741468195901, -116.741986729233, -116.742559729232, -116.743023729232, -116.743652129231, 33.4187132147942, 33.4185528147945, 33.4184602814613, 33.4181162147951, 33.4174742147962, 33.4172674814631, 33.4171982814633))"
20325299,8,0.33427833,0.38914789,0.4957560970000001,0.58332089,0.60906943,0.60999244,0.62543801,0.64702057,0.65998032,0.66341859,0.6956340045000003,0.7510035,0.7510035,0.78487929,0.78487929,0.8068595,0.86072298,0.96808929,1.05482853,2,possibly constrained,"list(c(-116.703881729292, -116.70320299596, -116.70312139596, -116.703012929294, -116.702984529294, -116.702685529294, -116.702467795961, -116.702412595961, -116.702003995962, -116.702219795962, -116.702190595962, -116.702081729295, -116.702080329295, -116.702621729294, -116.703460329293, -116.703568395959, -116.703621195959, -116.703756395959, -116.704216729292, 32.717322615883, 32.7159712158851, 32.7155816825524, 32.7154672158858, 32.7139778825549, 32.7129242158898, 32.7118474158915, 32.7106560158934, 
32.7082502825637, 32.7070588158989, 32.7044926159029, 32.7039198159038, 32.7023158825729, 32.7015136825742, 32.6999320825767, 32.6994968159107, 32.6978700159132, 32.6974804825805, 32.6970218159145))"
20328680,8,0.56984869,0.60426322,0.606033,0.64073994,0.64073994,0.64702057,0.65998032,0.69046404,0.69224343,0.69224343,0.69224343,0.85018692,0.85018692,0.85018692,0.8523307000000002,0.85564589,0.85564589,0.86731796,0.87113484,2,possibly constrained,"list(c(-117.000864328831, -117.002366795496, -117.003127395494, -117.003806195493, -117.004621928825, -117.005029528825, -117.005871328824, -117.00611539549, -117.006251128823, -117.006767795489, 33.0006782154432, 33.0012066154424, 33.0016884821083, 33.0023764821072, 33.0024002154405, 33.0026068154402, 33.0033636821056, 33.0038680154383, 33.0039826821047, 33.0039832154381))"
20341963,8,0.5834215205000001,0.60426322,0.606033,0.64073994,0.64073994,0.64702057,0.65520722,0.69046404,0.69224343,0.69224343,0.6956340045000003,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.85564589,0.86731796,0.87113484,2,possibly constrained,"list(c(-117.309625595019, -117.310251595018, 33.0878554819745, 33.0877640819747))"
20333406,8,0.56984869,0.60426322,0.606033,0.64073994,0.64073994,0.64702057,0.65520722,0.69046404,0.69224343,0.69224343,0.69224343,0.7105120700000004,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.856813097000001,0.87113484,2,possibly constrained,"list(c(-116.868485729037, -116.868621195703, -116.869054795703, -116.869217395702, -116.869217395702, -116.868973595703, -116.868973729036, -116.869271795702, -116.870030595701, -116.870057595701, -116.869786729035, -116.867890195704, -116.867185795705, -116.86637312904, -116.865506129041, -116.865289329042, 32.6944780825852, 32.6942948159187, 32.6941114825857, 32.6939282159193, 32.6936074159199, 32.6928512825876, 32.692209615922, 32.6915910159229, 32.6909494825906, 32.690743282591, 32.6903538159248, 
32.6873978825961, 32.6867334825971, 32.6856564825988, 32.6850606825998, 32.6849460825999))"
20331282,8,0.5285040755,0.60426322,0.606033,0.64073994,0.64073994,0.64073994,0.64702057,0.6782705520000006,0.69224343,0.69224343,0.69224343,0.7315419,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.86731796,0.86731796,4,NA,"list(c(-117.085070395367, -117.086048395366, -117.086645995365, -117.087352195364, -117.087569728697, -117.087895928696, -117.088575128695, -117.08938999536, -117.090395128692, -117.090829728692, -117.091318728691, 32.9043406822594, 32.90390568226, 32.9038142822601, 32.9035624822605, 32.9033562822609, 32.9026920155952, 32.902211015596, 32.901982082263, 32.9014096155972, 32.9012722155975, 32.9012494155974))"
20341781,8,0.5470100625000002,0.60426322,0.60426322,0.60426322,0.6083103225000001,0.64073994,0.64702057,0.65998032,0.69046404,0.6922209100000001,0.69224343,0.7315419,0.85018692,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.88745888,2,possibly constrained,"list(c(-117.013229995479, -117.014184195477, -117.019770928802, -117.021514995466, -117.022686528797, -117.023993795462, -117.024211595462, -117.024946928794, -117.025164928794, -117.026228328792, -117.02759092879, -117.028517728788, -117.029743928786, -117.030561528785, -117.031133995451, 33.2241208150964, 33.2239842150966, 33.2252032817613, 33.2257316817605, 33.226305415093, 33.2272916150915, 33.2275668150911, 33.2281858817567, 33.2282776817566, 33.2280954150901, 33.2285088150895, 33.2285324817562, 
33.2290832817553, 33.229290081755, 33.229313481755))"
20334494,8,0.56984869,0.60426322,0.606033,0.64073994,0.64073994,0.64073994,0.65520722,0.69046404,0.69224343,0.69224343,0.69224343,0.77008443,0.85018692,0.85018692,0.85564589,0.85564589,0.86731796,0.86731796,0.86731796,2,possibly constrained,"list(c(-116.983910795524, -116.984343995524, -116.984642128857, -116.985075395522, -116.985454528855, -116.987783528852, -116.988297795517, -116.988731395517, -116.989191995516, -116.989571528849, -116.990086328848, -116.990303395514, -116.991360528846, -116.992254528845, -116.992877328844, -116.99309399551, -116.993880595509, -116.993826795509, -116.994125195508, -116.994694528841, -116.994884128841, -116.995697595506, -116.995887795506, -116.996890795504, -116.996863928838, -116.996349595505, -116.996512528838, 
-116.997162928837, -116.997352728837, -116.997353395503, -116.997895995503, -116.998275928835, -116.998384795502, -116.998601995501, -116.998467328835, -116.999009395501, -116.999253528834, -116.9992269955, -116.998929595501, -116.998929928834, -116.999119995501, -116.999553928833, -117.000149995499, -117.000367195499, -117.000503595499, -117.000859195498, 32.6640938159656, 32.6640016826325, 32.6640930826323, 32.6640468826324, 32.6638632826326, 32.6634486826333, 32.6631276159671, 32.663264615967, 
32.6633100159668, 32.6636076159664, 32.6637674826328, 32.6640650826324, 32.664476615965, 32.6645674159649, 32.6643834826318, 32.6644292159651, 32.665161615964, 32.6655054159635, 32.6657800826297, 32.6660774159626, 32.6660772159625, 32.6666950826283, 32.6671760826275, 32.66774781596, 32.6678854159597, 32.6681380159594, 32.6684356826256, 32.6685724159587, 32.6687096826251, 32.6692826159576, 32.6698090159567, 32.6703356826226, 32.6707022159554, 32.6709998159549, 32.6715270159541, 32.6717784826204, 32.67200728262, 
32.6723740159528, 32.672878415952, 32.6731304159516, 32.6734052159512, 32.6737026159507, 32.6738166159505, 32.6741830159499, 32.674847415949, 32.6750074159487))"
