"","X","metric","Threshold25","Threshold50","Threshold75","n","Type","Biol","Bio_endpoint","Bio_threshold","Hydro_endpoint"
"49",49,"H_ASCI_DS_Dur_WS_0.75_Negative",-147.478010005444,-98.2610856986271,-49.2892963264631,195,"Negative","ASCI","H_ASCI",0.75,"DS_Dur_WS"
"50",50,"H_ASCI_DS_Mag_50_0.75_Negative",-18.8738038966383,-12.4415907524702,-6.20838896696728,133,"Negative","ASCI","H_ASCI",0.75,"DS_Mag_50"
"51",51,"H_ASCI_DS_Mag_90_0.75_Negative",-9.81368160645147,-5.38285779845044,-2.62391564227127,150,"Negative","ASCI","H_ASCI",0.75,"DS_Mag_90"
"52",52,"H_ASCI_DS_Tim_0.75_Negative",-218.281675722945,-132.266645501479,-63.7316001163532,230,"Negative","ASCI","H_ASCI",0.75,"DS_Tim"
"53",53,"H_ASCI_FA_Dur_0.75_Negative",-5.83533430058718,-3.48214218323115,-2.00341864765648,18,"Negative","ASCI","H_ASCI",0.75,"FA_Dur"
"54",54,"H_ASCI_FA_Mag_0.75_Negative",-17.1916170404626,-33.6357727583796,-49.4906461867745,9,"Negative","ASCI","H_ASCI",0.75,"FA_Mag"
"55",55,"H_ASCI_FA_Tim_0.75_Negative",-37.5095022570802,-23.6512426106636,-11.9653745695042,28,"Negative","ASCI","H_ASCI",0.75,"FA_Tim"
"56",56,"H_ASCI_Q99_0.75_Negative",-0.0531125098584369,-0.0387116165931093,-0.0237381671076059,76,"Negative","ASCI","H_ASCI",0.75,"Q99"
"57",57,"H_ASCI_SP_Dur_0.75_Negative",-101.343998943284,-62.0156024990742,-30.0408644297913,225,"Negative","ASCI","H_ASCI",0.75,"SP_Dur"
"58",58,"H_ASCI_SP_Mag_0.75_Negative",-4.48428701416073,-2.846252777466,-1.54011591942172,112,"Negative","ASCI","H_ASCI",0.75,"SP_Mag"
"59",59,"H_ASCI_SP_ROC_0.75_Negative",-0.59659441352355,-0.39765109604833,-0.199328382534346,170,"Negative","ASCI","H_ASCI",0.75,"SP_ROC"
"60",60,"H_ASCI_SP_Tim_0.75_Negative",-92.9670981404567,-56.4326857905611,-27.0869585294794,84,"Negative","ASCI","H_ASCI",0.75,"SP_Tim"
"61",61,"H_ASCI_Wet_BFL_Dur_0.75_Negative",-62.1096172668169,-39.9315920906988,-21.0001453449316,71,"Negative","ASCI","H_ASCI",0.75,"Wet_BFL_Dur"
"62",62,"H_ASCI_Wet_BFL_Mag_10_0.75_Negative",-11.9053503310258,-6.80949353188058,-3.05136229063744,188,"Negative","ASCI","H_ASCI",0.75,"Wet_BFL_Mag_10"
"63",63,"H_ASCI_Wet_BFL_Mag_50_0.75_Negative",-24.0306574849872,-12.6984530287569,-5.73269192770308,187,"Negative","ASCI","H_ASCI",0.75,"Wet_BFL_Mag_50"
"64",64,"H_ASCI_Wet_Tim_0.75_Negative",-90.8370551470895,-54.3324318467322,-26.0060294217062,248,"Negative","ASCI","H_ASCI",0.75,"Wet_Tim"
"65",65,"H_ASCI_DS_Dur_WS_0.86_Negative",-140.498588328889,-89.9571854881089,-43.6621427067859,195,"Negative","ASCI","H_ASCI",0.86,"DS_Dur_WS"
"66",66,"H_ASCI_DS_Mag_50_0.86_Negative",-4.49577392072611,-2.55670124761293,-1.20136953924218,133,"Negative","ASCI","H_ASCI",0.86,"DS_Mag_50"
"67",67,"H_ASCI_DS_Mag_90_0.86_Negative",-5.47009915122734,-3.16823585957189,-1.42363905364796,150,"Negative","ASCI","H_ASCI",0.86,"DS_Mag_90"
"68",68,"H_ASCI_DS_Tim_0.86_Negative",-222.257379277849,-133.317247866951,-62.377790508047,230,"Negative","ASCI","H_ASCI",0.86,"DS_Tim"
"69",69,"H_ASCI_FA_Dur_0.86_Negative",-7.13562462189365,-3.68716308357668,-1.86706169113712,18,"Negative","ASCI","H_ASCI",0.86,"FA_Dur"
"70",70,"H_ASCI_FA_Mag_0.86_Negative",-17.1916170404626,-33.6357727583796,-49.4906461867745,9,"Negative","ASCI","H_ASCI",0.86,"FA_Mag"
"71",71,"H_ASCI_FA_Tim_0.86_Negative",-34.2844086307211,-19.8129172395001,-9.6879847663752,28,"Negative","ASCI","H_ASCI",0.86,"FA_Tim"
"72",72,"H_ASCI_Q99_0.86_Negative",-0.0487573677352804,-0.032120871650025,-0.0167777178674534,76,"Negative","ASCI","H_ASCI",0.86,"Q99"
"73",73,"H_ASCI_SP_Dur_0.86_Negative",-78.5338454034717,-44.0129346656458,-20.0509600799044,225,"Negative","ASCI","H_ASCI",0.86,"SP_Dur"
"74",74,"H_ASCI_SP_Mag_0.86_Negative",-4.50788525961727,-2.63691524420635,-1.26507106141555,112,"Negative","ASCI","H_ASCI",0.86,"SP_Mag"
"75",75,"H_ASCI_SP_ROC_0.86_Negative",-0.541379773114565,-0.336860030564374,-0.160846667371916,170,"Negative","ASCI","H_ASCI",0.86,"SP_ROC"
"76",76,"H_ASCI_SP_Tim_0.86_Negative",-96.5923675605148,-57.8640485617917,-26.7096818088528,84,"Negative","ASCI","H_ASCI",0.86,"SP_Tim"
"77",77,"H_ASCI_Wet_BFL_Dur_0.86_Negative",-76.3642073741769,-47.3649282687459,-22.9274623078113,71,"Negative","ASCI","H_ASCI",0.86,"Wet_BFL_Dur"
"78",78,"H_ASCI_Wet_BFL_Mag_10_0.86_Negative",-4.02418794340147,-2.21683965075476,-1.00705409152103,188,"Negative","ASCI","H_ASCI",0.86,"Wet_BFL_Mag_10"
"79",79,"H_ASCI_Wet_BFL_Mag_50_0.86_Negative",-7.88093171578374,-4.16572701739922,-1.82860598724747,187,"Negative","ASCI","H_ASCI",0.86,"Wet_BFL_Mag_50"
"80",80,"H_ASCI_Wet_Tim_0.86_Negative",-85.783877928043,-48.9931932951607,-22.4080219540315,248,"Negative","ASCI","H_ASCI",0.86,"Wet_Tim"
"81",81,"H_ASCI_DS_Dur_WS_0.94_Negative",-132.490263276605,-81.1399249637919,-38.1781297251391,195,"Negative","ASCI","H_ASCI",0.94,"DS_Dur_WS"
"82",82,"H_ASCI_DS_Mag_50_0.94_Negative",-1.65139215897348,-0.888539226257254,-0.399666063491721,133,"Negative","ASCI","H_ASCI",0.94,"DS_Mag_50"
"83",83,"H_ASCI_DS_Mag_90_0.94_Negative",-0.817534977810126,-0.427066247410764,-0.191775874730872,150,"Negative","ASCI","H_ASCI",0.94,"DS_Mag_90"
"84",84,"H_ASCI_DS_Tim_0.94_Negative",-137.762198106628,-73.8688269184479,-32.4232328564418,230,"Negative","ASCI","H_ASCI",0.94,"DS_Tim"
"85",85,"H_ASCI_FA_Dur_0.94_Negative",-7.13562462189365,-3.68716308357668,-1.86706169113712,18,"Negative","ASCI","H_ASCI",0.94,"FA_Dur"
"86",86,"H_ASCI_FA_Mag_0.94_Negative",-17.1916170404626,-33.6357727583796,-49.4906461867745,9,"Negative","ASCI","H_ASCI",0.94,"FA_Mag"
"87",87,"H_ASCI_FA_Tim_0.94_Negative",-34.2844086307211,-19.8129172395001,-9.6879847663752,28,"Negative","ASCI","H_ASCI",0.94,"FA_Tim"
"88",88,"H_ASCI_Q99_0.94_Negative",-0.0480795757659848,-0.0303979733704277,-0.0149337606754588,76,"Negative","ASCI","H_ASCI",0.94,"Q99"
"89",89,"H_ASCI_SP_Dur_0.94_Negative",-70.057127605329,-37.9536528623085,-16.8779308039631,225,"Negative","ASCI","H_ASCI",0.94,"SP_Dur"
"90",90,"H_ASCI_SP_Mag_0.94_Negative",-6.89323170177303,-3.57492342897668,-1.61594483404,112,"Negative","ASCI","H_ASCI",0.94,"SP_Mag"
"91",91,"H_ASCI_SP_ROC_0.94_Negative",-0.590289228314881,-0.388461176537905,-0.191859093449352,170,"Negative","ASCI","H_ASCI",0.94,"SP_ROC"
"92",92,"H_ASCI_SP_Tim_0.94_Negative",-77.272463215393,-42.7611419088182,-19.2385436189105,84,"Negative","ASCI","H_ASCI",0.94,"SP_Tim"
"93",93,"H_ASCI_Wet_BFL_Dur_0.94_Negative",-79.6210968350209,-51.3021549101417,-25.1920917908301,71,"Negative","ASCI","H_ASCI",0.94,"Wet_BFL_Dur"
"94",94,"H_ASCI_Wet_BFL_Mag_10_0.94_Negative",-3.70743287218733,-1.96023588054133,-0.858463377475846,188,"Negative","ASCI","H_ASCI",0.94,"Wet_BFL_Mag_10"
"95",95,"H_ASCI_Wet_BFL_Mag_50_0.94_Negative",-1.21925600139673,-0.643038437238109,-0.280028887762162,187,"Negative","ASCI","H_ASCI",0.94,"Wet_BFL_Mag_50"
"96",96,"H_ASCI_Wet_Tim_0.94_Negative",-64.1572399039755,-34.6232949557245,-15.4024551392515,248,"Negative","ASCI","H_ASCI",0.94,"Wet_Tim"
"97",1,"CSCI_DS_Dur_WS_0.63_Positive",148.411247148827,107.112456908221,63.6373409625262,144,"Positive","CSCI","CSCI",0.63,"DS_Dur_WS"
"98",2,"CSCI_DS_Mag_50_0.63_Positive",0.804407717046231,1.71592435488307,2.84654677876394,269,"Positive","CSCI","CSCI",0.63,"DS_Mag_50"
"99",3,"CSCI_DS_Mag_90_0.63_Positive",43.6959814098204,27.8551418796409,13.0564832719179,245,"Positive","CSCI","CSCI",0.63,"DS_Mag_90"
"100",4,"CSCI_DS_Tim_0.63_Positive",51.7032162274,36.6774562532564,21.8346283050266,165,"Positive","CSCI","CSCI",0.63,"DS_Tim"
"101",5,"CSCI_FA_Dur_0.63_Positive",5.21745577275184,3.2662231683191,1.67006920544533,26,"Positive","CSCI","CSCI",0.63,"FA_Dur"
"102",6,"CSCI_FA_Mag_0.63_Positive",767.940904058088,516.556052643916,265.171201229744,41,"Positive","CSCI","CSCI",0.63,"FA_Mag"
"103",7,"CSCI_FA_Tim_0.63_Positive",1.5,1,0.5,17,"Positive","CSCI","CSCI",0.63,"FA_Tim"
"104",8,"CSCI_Q99_0.63_Positive",1485.09479227664,936.878402411924,480.547058364857,315,"Positive","CSCI","CSCI",0.63,"Q99"
"105",9,"CSCI_SP_Dur_0.63_Positive",61.3195563177557,44.5730545509918,27.0391200979966,158,"Positive","CSCI","CSCI",0.63,"SP_Dur"
"106",10,"CSCI_SP_Mag_0.63_Positive",1700.04194181788,1094.31347351421,558.911098639308,277,"Positive","CSCI","CSCI",0.63,"SP_Mag"
"107",11,"CSCI_SP_ROC_0.63_Positive",0.287453679802262,0.187041754604523,0.0923581050610001,214,"Positive","CSCI","CSCI",0.63,"SP_ROC"
"108",12,"CSCI_SP_Tim_0.63_Positive",46.4959391826983,31.9057168459316,18.4558708175818,307,"Positive","CSCI","CSCI",0.63,"SP_Tim"
"109",13,"CSCI_Wet_BFL_Dur_0.63_Positive",80.6876735016256,53.8548507862228,30.3560140114764,303,"Positive","CSCI","CSCI",0.63,"Wet_BFL_Dur"
"110",14,"CSCI_Wet_BFL_Mag_10_0.63_Positive",1.65994366231499,1.12048327901894,0.566140855435336,197,"Positive","CSCI","CSCI",0.63,"Wet_BFL_Mag_10"
"111",15,"CSCI_Wet_BFL_Mag_50_0.63_Positive",360.108365036248,260.644563372496,148.384630499596,207,"Positive","CSCI","CSCI",0.63,"Wet_BFL_Mag_50"
"112",16,"CSCI_Wet_Tim_0.63_Positive",19.9716670524144,14.5710693628813,8.97541904269965,151,"Positive","CSCI","CSCI",0.63,"Wet_Tim"
"113",17,"CSCI_DS_Dur_WS_0.79_Positive",54.5426974036808,34.4721748044378,18.168898362588,144,"Positive","CSCI","CSCI",0.79,"DS_Dur_WS"
"114",18,"CSCI_DS_Mag_50_0.79_Positive",1.06219605830582,2.12632183059373,3.1925258649342,269,"Positive","CSCI","CSCI",0.79,"DS_Mag_50"
"115",19,"CSCI_DS_Mag_90_0.79_Positive",19.8977513651882,10.2038770371081,4.60502292451208,245,"Positive","CSCI","CSCI",0.79,"DS_Mag_90"
"116",20,"CSCI_DS_Tim_0.79_Positive",23.6098539323947,14.440007873272,7.3710867028816,165,"Positive","CSCI","CSCI",0.79,"DS_Tim"
"117",21,"CSCI_FA_Dur_0.79_Positive",5.16786271274212,3.06118456341477,1.43257878157973,26,"Positive","CSCI","CSCI",0.79,"FA_Dur"
"118",22,"CSCI_FA_Mag_0.79_Positive",147.641365686986,77.8902950809242,36.2951917360217,41,"Positive","CSCI","CSCI",0.79,"FA_Mag"
"119",23,"CSCI_FA_Tim_0.79_Positive",1.5,1,0.5,17,"Positive","CSCI","CSCI",0.79,"FA_Tim"
"120",24,"CSCI_Q99_0.79_Positive",376.6091164669,212.337517945691,98.5941415092875,315,"Positive","CSCI","CSCI",0.79,"Q99"
"121",25,"CSCI_SP_Dur_0.79_Positive",47.9653219795442,31.0626258130349,16.3810526477811,158,"Positive","CSCI","CSCI",0.79,"SP_Dur"
"122",26,"CSCI_SP_Mag_0.79_Positive",470.6631103021,262.194921815176,120.497691267874,277,"Positive","CSCI","CSCI",0.79,"SP_Mag"
"123",27,"CSCI_SP_ROC_0.79_Positive",0.117321674167449,0.0666014754117204,0.0312409056669876,214,"Positive","CSCI","CSCI",0.79,"SP_ROC"
"124",28,"CSCI_SP_Tim_0.79_Positive",24.5471922288843,14.7457820039424,7.33807359765493,307,"Positive","CSCI","CSCI",0.79,"SP_Tim"
"125",29,"CSCI_Wet_BFL_Dur_0.79_Positive",38.003377022606,22.87042598532,11.4296324939714,303,"Positive","CSCI","CSCI",0.79,"Wet_BFL_Dur"
"126",30,"CSCI_Wet_BFL_Mag_10_0.79_Positive",1.63422087558549,1.08042032699866,0.54628923993405,197,"Positive","CSCI","CSCI",0.79,"Wet_BFL_Mag_10"
"127",31,"CSCI_Wet_BFL_Mag_50_0.79_Positive",12.3147215647104,8.1001902950797,3.88565902544899,207,"Positive","CSCI","CSCI",0.79,"Wet_BFL_Mag_50"
"128",32,"CSCI_Wet_Tim_0.79_Positive",7.67040209343028,4.6252287969343,2.47288480174495,151,"Positive","CSCI","CSCI",0.79,"Wet_Tim"
"129",33,"CSCI_DS_Dur_WS_0.92_Positive",7.61588665886526,4.14672749341744,1.95170623938159,144,"Positive","CSCI","CSCI",0.92,"DS_Dur_WS"
"130",34,"CSCI_DS_Mag_50_0.92_Positive",0.202416648162632,0.108449314114735,0.047991248260206,269,"Positive","CSCI","CSCI",0.92,"DS_Mag_50"
"131",35,"CSCI_DS_Mag_90_0.92_Positive",0.588803774533279,0.317436299099193,0.140796257789127,245,"Positive","CSCI","CSCI",0.92,"DS_Mag_90"
"132",36,"CSCI_DS_Tim_0.92_Positive",9.09036849527573,5.04538282067265,2.36746427143503,165,"Positive","CSCI","CSCI",0.92,"DS_Tim"
"133",37,"CSCI_FA_Dur_0.92_Positive",4.57203497275929,2.23644950963895,1.0584852112653,26,"Positive","CSCI","CSCI",0.92,"FA_Dur"
"134",38,"CSCI_FA_Mag_0.92_Positive",7.36065475987527,4.46201958165707,2.00474938381499,41,"Positive","CSCI","CSCI",0.92,"FA_Mag"
"135",39,"CSCI_FA_Tim_0.92_Positive",1.5,1,0.5,17,"Positive","CSCI","CSCI",0.92,"FA_Tim"
"136",40,"CSCI_Q99_0.92_Positive",18.4298086192046,10.1816257583584,4.63244512484891,315,"Positive","CSCI","CSCI",0.92,"Q99"
"137",41,"CSCI_SP_Dur_0.92_Positive",34.7420243491776,20.0972343586572,9.22303423586571,158,"Positive","CSCI","CSCI",0.92,"SP_Dur"
"138",42,"CSCI_SP_Mag_0.92_Positive",43.9175283541655,23.6641366084964,10.4554758972848,277,"Positive","CSCI","CSCI",0.92,"SP_Mag"
"139",43,"CSCI_SP_ROC_0.92_Positive",0.0523740663648654,0.0285704971086245,0.0124719984354159,214,"Positive","CSCI","CSCI",0.92,"SP_ROC"
"140",44,"CSCI_SP_Tim_0.92_Positive",15.0570963193506,8.35554153311676,4.10002387639781,307,"Positive","CSCI","CSCI",0.92,"SP_Tim"
"141",45,"CSCI_Wet_BFL_Dur_0.92_Positive",18.7195166342903,10.533192034012,4.88264316538939,303,"Positive","CSCI","CSCI",0.92,"Wet_BFL_Dur"
"142",46,"CSCI_Wet_BFL_Mag_10_0.92_Positive",1.52033661714917,0.916412267661839,0.434169815313264,197,"Positive","CSCI","CSCI",0.92,"Wet_BFL_Mag_10"
"143",47,"CSCI_Wet_BFL_Mag_50_0.92_Positive",23.7462405953665,10.8420725201412,5.17807172179432,207,"Positive","CSCI","CSCI",0.92,"Wet_BFL_Mag_50"
"144",48,"CSCI_Wet_Tim_0.92_Positive",4.52490321113443,2.62879798680062,1.24780708927059,151,"Positive","CSCI","CSCI",0.92,"Wet_Tim"
"145",49,"CSCI_DS_Dur_WS_0.63_Negative",-146.502057167552,-98.8711037799599,-53.0748057819161,230,"Negative","CSCI","CSCI",0.63,"DS_Dur_WS"
"146",50,"CSCI_DS_Mag_50_0.63_Negative",-14.6278408673095,-8.92014840818073,-4.5776255609748,151,"Negative","CSCI","CSCI",0.63,"DS_Mag_50"
"147",51,"CSCI_DS_Mag_90_0.63_Negative",-18.9350205618406,-12.3467506019439,-6.6930331263948,175,"Negative","CSCI","CSCI",0.63,"DS_Mag_90"
"148",52,"CSCI_DS_Tim_0.63_Negative",-184.622857404369,-119.12875928078,-63.6222247695796,250,"Negative","CSCI","CSCI",0.63,"DS_Tim"
"149",53,"CSCI_FA_Dur_0.63_Negative",-12.7597153668853,-8.76360619975224,-4.83714963173004,22,"Negative","CSCI","CSCI",0.63,"FA_Dur"
"150",54,"CSCI_FA_Mag_0.63_Negative",-39.3964851453197,-27.3075741890776,-14.9024158406837,7,"Negative","CSCI","CSCI",0.63,"FA_Mag"
"151",55,"CSCI_FA_Tim_0.63_Negative",-43.2981868076564,-29.2380273025481,-15.3933057528712,31,"Negative","CSCI","CSCI",0.63,"FA_Tim"
"152",56,"CSCI_Q99_0.63_Negative",-0.0547254051749061,-0.0370199694753525,-0.0187954900037934,105,"Negative","CSCI","CSCI",0.63,"Q99"
"153",57,"CSCI_SP_Dur_0.63_Negative",-108.92299235553,-73.470205126028,-40.4726742803409,251,"Negative","CSCI","CSCI",0.63,"SP_Dur"
"154",58,"CSCI_SP_Mag_0.63_Negative",-17.2242735985322,-11.6781370255376,-6.13200045254299,138,"Negative","CSCI","CSCI",0.63,"SP_Mag"
"155",59,"CSCI_SP_ROC_0.63_Negative",-0.615127942096152,-0.424767278095672,-0.221960505216229,206,"Negative","CSCI","CSCI",0.63,"SP_ROC"
"156",60,"CSCI_SP_Tim_0.63_Negative",-107.553911083852,-73.0301817613252,-37.7125544104196,102,"Negative","CSCI","CSCI",0.63,"SP_Tim"
"157",61,"CSCI_Wet_BFL_Dur_0.63_Negative",-82.8977256958581,-56.4848386121717,-28.977737365604,106,"Negative","CSCI","CSCI",0.63,"Wet_BFL_Dur"
"158",62,"CSCI_Wet_BFL_Mag_10_0.63_Negative",-58.5808866518817,-39.3498774637633,-20.118868275645,223,"Negative","CSCI","CSCI",0.63,"Wet_BFL_Mag_10"
"159",63,"CSCI_Wet_BFL_Mag_50_0.63_Negative",-671.030783802097,-444.221582565443,-222.929444519609,213,"Negative","CSCI","CSCI",0.63,"Wet_BFL_Mag_50"
"160",64,"CSCI_Wet_Tim_0.63_Negative",-87.5076569738261,-56.3998479988137,-30.1711533845669,261,"Negative","CSCI","CSCI",0.63,"Wet_Tim"
"161",65,"CSCI_DS_Dur_WS_0.79_Negative",-114.357071735496,-68.6705247798442,-33.377638796969,230,"Negative","CSCI","CSCI",0.79,"DS_Dur_WS"
