"COMID","Biol","Threshold","alteration_50pct_time","n","overall.altered.2metric"
20350875,"ASCI","Threshold25","Unaltered",1,"Altered"
20350875,"CSCI","Threshold75","Altered",1,"Altered"
20350875,"CSCI","Threshold75","Unaltered",1,"Altered"
20350877,"ASCI","Threshold25","Altered",1,"Altered"
20350877,"ASCI","Threshold25","Unaltered",1,"Altered"
20350877,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350879,"ASCI","Threshold25","Altered",1,"Altered"
20350879,"ASCI","Threshold25","Unaltered",1,"Altered"
20350879,"CSCI","Threshold75","Altered",1,"Altered"
20350879,"CSCI","Threshold75","Unaltered",1,"Altered"
20350881,"ASCI","Threshold25","Altered",1,"Altered"
20350881,"ASCI","Threshold25","Unaltered",1,"Altered"
20350881,"CSCI","Threshold75","Altered",1,"Altered"
20350881,"CSCI","Threshold75","Unaltered",1,"Altered"
20350883,"ASCI","Threshold25","Altered",1,"Altered"
20350883,"ASCI","Threshold25","Unaltered",1,"Altered"
20350883,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350885,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350885,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350889,"ASCI","Threshold25","Altered",1,"Altered"
20350889,"ASCI","Threshold25","Unaltered",1,"Altered"
20350889,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350891,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350891,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350893,"ASCI","Threshold25","Altered",1,"Altered"
20350893,"ASCI","Threshold25","Unaltered",1,"Altered"
20350893,"CSCI","Threshold75","Altered",1,"Altered"
20350893,"CSCI","Threshold75","Unaltered",1,"Altered"
20350895,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350895,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350897,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350897,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350901,"ASCI","Threshold25","Altered",1,"Altered"
20350901,"ASCI","Threshold25","Unaltered",1,"Altered"
20350901,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350903,"ASCI","Threshold25","Altered",1,"Altered"
20350903,"ASCI","Threshold25","Unaltered",1,"Altered"
20350903,"CSCI","Threshold75","Altered",1,"Altered"
20350903,"CSCI","Threshold75","Unaltered",1,"Altered"
20350905,"ASCI","Threshold25","Altered",1,"Altered"
20350905,"ASCI","Threshold25","Unaltered",1,"Altered"
20350905,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350907,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350907,"CSCI","Threshold75","Altered",1,"Altered"
20350907,"CSCI","Threshold75","Unaltered",1,"Altered"
20350917,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350917,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350919,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350919,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350923,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350923,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350925,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350925,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350929,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350929,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350931,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350931,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350933,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350933,"CSCI","Threshold75","Altered",1,"Altered"
20350933,"CSCI","Threshold75","Unaltered",1,"Altered"
20350943,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350943,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350945,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350945,"CSCI","Threshold75","Altered",1,"Altered"
20350945,"CSCI","Threshold75","Unaltered",1,"Altered"
20350947,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350947,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350949,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350949,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350951,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350951,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350953,"ASCI","Threshold25","Altered",1,"Altered"
20350953,"ASCI","Threshold25","Unaltered",1,"Altered"
20350953,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350955,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350955,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350957,"ASCI","Threshold25","Altered",1,"Altered"
20350957,"ASCI","Threshold25","Unaltered",1,"Altered"
20350957,"CSCI","Threshold75","Altered",1,"Altered"
20350957,"CSCI","Threshold75","Unaltered",1,"Altered"
20350959,"ASCI","Threshold25","Altered",1,"Altered"
20350959,"ASCI","Threshold25","Unaltered",1,"Altered"
20350959,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350961,"ASCI","Threshold25","Altered",1,"Altered"
20350961,"ASCI","Threshold25","Unaltered",1,"Altered"
20350961,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350963,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350963,"CSCI","Threshold75","Altered",1,"Altered"
20350963,"CSCI","Threshold75","Unaltered",1,"Altered"
20350965,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350965,"CSCI","Threshold75","Altered",1,"Altered"
20350965,"CSCI","Threshold75","Unaltered",1,"Altered"
20350967,"ASCI","Threshold25","Altered",1,"Altered"
20350967,"ASCI","Threshold25","Unaltered",1,"Altered"
20350967,"CSCI","Threshold75","Altered",1,"Altered"
20350967,"CSCI","Threshold75","Unaltered",1,"Altered"
20350969,"ASCI","Threshold25","Altered",1,"Altered"
20350969,"ASCI","Threshold25","Unaltered",1,"Altered"
20350969,"CSCI","Threshold75","Altered",1,"Altered"
20350969,"CSCI","Threshold75","Unaltered",1,"Altered"
20350971,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350971,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350973,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350973,"CSCI","Threshold75","Altered",1,"Altered"
20350973,"CSCI","Threshold75","Unaltered",1,"Altered"
20350975,"ASCI","Threshold25","Altered",1,"Altered"
20350975,"ASCI","Threshold25","Unaltered",1,"Altered"
20350975,"CSCI","Threshold75","Altered",1,"Altered"
20350975,"CSCI","Threshold75","Unaltered",1,"Altered"
20350977,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350977,"CSCI","Threshold75","Altered",1,"Altered"
20350977,"CSCI","Threshold75","Unaltered",1,"Altered"
20350985,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20350985,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20350987,"ASCI","Threshold25","Altered",2,"Altered"
20350987,"CSCI","Threshold75","Altered",1,"Altered"
20350987,"CSCI","Threshold75","Unaltered",1,"Altered"
20351005,"ASCI","Threshold25","Altered",2,"Altered"
20351005,"CSCI","Threshold75","Altered",2,"Altered"
20351007,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20351007,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20351009,"ASCI","Threshold25","Altered",1,"Altered"
20351009,"ASCI","Threshold25","Unaltered",1,"Altered"
20351009,"CSCI","Threshold75","Altered",1,"Altered"
20351009,"CSCI","Threshold75","Unaltered",1,"Altered"
20351013,"ASCI","Threshold25","Altered",2,"Altered"
20351013,"CSCI","Threshold75","Altered",2,"Altered"
20351019,"ASCI","Threshold25","Altered",1,"Altered"
20351019,"ASCI","Threshold25","Unaltered",1,"Altered"
20351019,"CSCI","Threshold75","Altered",1,"Altered"
20351019,"CSCI","Threshold75","Unaltered",1,"Altered"
20351021,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20351021,"CSCI","Threshold75","Altered",1,"Altered"
20351021,"CSCI","Threshold75","Unaltered",1,"Altered"
20351037,"ASCI","Threshold25","Altered",2,"Altered"
20351037,"CSCI","Threshold75","Altered",1,"Altered"
20351037,"CSCI","Threshold75","Unaltered",1,"Altered"
20351041,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20351041,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20351045,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20351045,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20351047,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20351047,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20351049,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20351049,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20351061,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20351061,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20351067,"ASCI","Threshold25","Altered",1,"Altered"
20351067,"ASCI","Threshold25","Unaltered",1,"Altered"
20351067,"CSCI","Threshold75","Altered",1,"Altered"
20351067,"CSCI","Threshold75","Unaltered",1,"Altered"
20351075,"ASCI","Threshold25","Altered",1,"Altered"
20351075,"ASCI","Threshold25","Unaltered",1,"Altered"
20351075,"CSCI","Threshold75","Altered",1,"Altered"
20351075,"CSCI","Threshold75","Unaltered",1,"Altered"
20351079,"ASCI","Threshold25","Altered",1,"Altered"
20351079,"ASCI","Threshold25","Unaltered",1,"Altered"
20351079,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20351081,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20351081,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20351085,"ASCI","Threshold25","Altered",1,"Altered"
20351085,"ASCI","Threshold25","Unaltered",1,"Altered"
20351085,"CSCI","Threshold75","Altered",1,"Altered"
20351085,"CSCI","Threshold75","Unaltered",1,"Altered"
20351089,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20351089,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20351091,"ASCI","Threshold25","Altered",1,"Altered"
20351091,"ASCI","Threshold25","Unaltered",1,"Altered"
20351091,"CSCI","Threshold75","Altered",1,"Altered"
20351091,"CSCI","Threshold75","Unaltered",1,"Altered"
20351093,"ASCI","Threshold25","Altered",1,"Altered"
20351093,"ASCI","Threshold25","Unaltered",1,"Altered"
20351093,"CSCI","Threshold75","Altered",1,"Altered"
20351093,"CSCI","Threshold75","Unaltered",1,"Altered"
20351101,"ASCI","Threshold25","Altered",2,"Altered"
20351101,"CSCI","Threshold75","Altered",2,"Altered"
20351109,"ASCI","Threshold25","Altered",2,"Altered"
20351109,"CSCI","Threshold75","Altered",1,"Altered"
20351109,"CSCI","Threshold75","Unaltered",1,"Altered"
20351111,"ASCI","Threshold25","Altered",2,"Altered"
20351111,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20351113,"ASCI","Threshold25","Altered",1,"Altered"
20351113,"ASCI","Threshold25","Unaltered",1,"Altered"
20351113,"CSCI","Threshold75","Altered",1,"Altered"
20351113,"CSCI","Threshold75","Unaltered",1,"Altered"
20351601,"ASCI","Threshold25","Altered",2,"Altered"
20351601,"CSCI","Threshold75","Altered",1,"Altered"
20351601,"CSCI","Threshold75","Unaltered",1,"Altered"
20351605,"ASCI","Threshold25","Altered",2,"Altered"
20351605,"CSCI","Threshold75","Altered",1,"Altered"
20351605,"CSCI","Threshold75","Unaltered",1,"Altered"
20351609,"ASCI","Threshold25","Altered",2,"Altered"
20351609,"CSCI","Threshold75","Altered",1,"Altered"
20351609,"CSCI","Threshold75","Unaltered",1,"Altered"
20351617,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20351617,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20351619,"ASCI","Threshold25","Altered",1,"Altered"
20351619,"ASCI","Threshold25","Unaltered",1,"Altered"
20351619,"CSCI","Threshold75","Altered",1,"Altered"
20351619,"CSCI","Threshold75","Unaltered",1,"Altered"
20351621,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20351621,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20351623,"ASCI","Threshold25","Altered",1,"Altered"
20351623,"ASCI","Threshold25","Unaltered",1,"Altered"
20351623,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20351625,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20351625,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20351631,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20351631,"CSCI","Threshold75","Unaltered",2,"Unaltered"
20351687,"ASCI","Threshold25","Unaltered",2,"Unaltered"
20351687,"CSCI","Threshold75","Altered",1,"Altered"
20351687,"CSCI","Threshold75","Unaltered",1,"Altered"
20351689,"ASCI","Threshold25","Altered",2,"Altered"
20351689,"CSCI","Threshold75","Unaltered",2,"Unaltered"
22545147,"ASCI","Threshold25","Altered",2,"Altered"
22545147,"CSCI","Threshold75","Altered",1,"Altered"
22545147,"CSCI","Threshold75","Unaltered",1,"Altered"
22545153,"ASCI","Threshold25","Altered",2,"Altered"
22545153,"CSCI","Threshold75","Altered",2,"Altered"
22545155,"ASCI","Threshold25","Altered",2,"Altered"
22545155,"CSCI","Threshold75","Altered",2,"Altered"
22545175,"ASCI","Threshold25","Altered",2,"Altered"
22545175,"CSCI","Threshold75","Altered",1,"Altered"
22545175,"CSCI","Threshold75","Unaltered",1,"Altered"
22545181,"ASCI","Threshold25","Altered",2,"Altered"
22545181,"CSCI","Threshold75","Altered",1,"Altered"
22545181,"CSCI","Threshold75","Unaltered",1,"Altered"
22545207,"ASCI","Threshold25","Altered",2,"Altered"
22545207,"CSCI","Threshold75","Altered",2,"Altered"
22545217,"ASCI","Threshold25","Altered",2,"Altered"
22545217,"CSCI","Threshold75","Altered",2,"Altered"
22545223,"ASCI","Threshold25","Altered",2,"Altered"
22545223,"CSCI","Threshold75","Altered",1,"Altered"
22545223,"CSCI","Threshold75","Unaltered",1,"Altered"
22545225,"ASCI","Threshold25","Altered",2,"Altered"
22545225,"CSCI","Threshold75","Altered",1,"Altered"
22545225,"CSCI","Threshold75","Unaltered",1,"Altered"
22545227,"ASCI","Threshold25","Altered",2,"Altered"
22545227,"CSCI","Threshold75","Altered",2,"Altered"
22545229,"ASCI","Threshold25","Altered",2,"Altered"
22545229,"CSCI","Threshold75","Altered",2,"Altered"
22545235,"ASCI","Threshold25","Altered",2,"Altered"
22545235,"CSCI","Threshold75","Altered",1,"Altered"
22545235,"CSCI","Threshold75","Unaltered",1,"Altered"
22545239,"ASCI","Threshold25","Altered",2,"Altered"
22545239,"CSCI","Threshold75","Altered",2,"Altered"
22545241,"ASCI","Threshold25","Altered",2,"Altered"
22545241,"CSCI","Threshold75","Altered",1,"Altered"
22545241,"CSCI","Threshold75","Unaltered",1,"Altered"
22545249,"ASCI","Threshold25","Altered",2,"Altered"
22545249,"CSCI","Threshold75","Altered",2,"Altered"
22545251,"ASCI","Threshold25","Altered",2,"Altered"
22545251,"CSCI","Threshold75","Altered",1,"Altered"
22545251,"CSCI","Threshold75","Unaltered",1,"Altered"
22545265,"ASCI","Threshold25","Altered",2,"Altered"
22545265,"CSCI","Threshold75","Altered",2,"Altered"
22545269,"ASCI","Threshold25","Altered",2,"Altered"
22545269,"CSCI","Threshold75","Altered",2,"Altered"
22545273,"ASCI","Threshold25","Altered",2,"Altered"
22545273,"CSCI","Threshold75","Altered",2,"Altered"
22545275,"ASCI","Threshold25","Altered",2,"Altered"
22545275,"CSCI","Threshold75","Altered",2,"Altered"
22545277,"ASCI","Threshold25","Altered",1,"Altered"
22545277,"ASCI","Threshold25","Unaltered",1,"Altered"
22545277,"CSCI","Threshold75","Altered",1,"Altered"
22545277,"CSCI","Threshold75","Unaltered",1,"Altered"
22545283,"ASCI","Threshold25","Altered",1,"Altered"
22545283,"ASCI","Threshold25","Unaltered",1,"Altered"
22545283,"CSCI","Threshold75","Altered",1,"Altered"
22545283,"CSCI","Threshold75","Unaltered",1,"Altered"
22545285,"ASCI","Threshold25","Altered",2,"Altered"
22545285,"CSCI","Threshold75","Altered",1,"Altered"
22545285,"CSCI","Threshold75","Unaltered",1,"Altered"
22545287,"ASCI","Threshold25","Altered",2,"Altered"
22545287,"CSCI","Threshold75","Altered",1,"Altered"
22545287,"CSCI","Threshold75","Unaltered",1,"Altered"
22545291,"ASCI","Threshold25","Altered",2,"Altered"
22545291,"CSCI","Threshold75","Altered",1,"Altered"
22545291,"CSCI","Threshold75","Unaltered",1,"Altered"
22545295,"ASCI","Threshold25","Altered",2,"Altered"
22545295,"CSCI","Threshold75","Altered",2,"Altered"
22545303,"ASCI","Threshold25","Altered",2,"Altered"
22545303,"CSCI","Threshold75","Altered",1,"Altered"
22545303,"CSCI","Threshold75","Unaltered",1,"Altered"
22545315,"ASCI","Threshold25","Altered",2,"Altered"
22545315,"CSCI","Threshold75","Altered",2,"Altered"
22545317,"ASCI","Threshold25","Altered",2,"Altered"
22545317,"CSCI","Threshold75","Altered",2,"Altered"
22545323,"ASCI","Threshold25","Altered",2,"Altered"
22545323,"CSCI","Threshold75","Altered",2,"Altered"
22545325,"ASCI","Threshold25","Altered",2,"Altered"
22545325,"CSCI","Threshold75","Altered",2,"Altered"
22545327,"ASCI","Threshold25","Altered",2,"Altered"
22545327,"CSCI","Threshold75","Altered",2,"Altered"
22545329,"ASCI","Threshold25","Altered",2,"Altered"
22545329,"CSCI","Threshold75","Altered",2,"Altered"
22545337,"ASCI","Threshold25","Altered",2,"Altered"
22545337,"CSCI","Threshold75","Altered",1,"Altered"
22545337,"CSCI","Threshold75","Unaltered",1,"Altered"
22545343,"ASCI","Threshold25","Altered",2,"Altered"
22545343,"CSCI","Threshold75","Altered",1,"Altered"
22545343,"CSCI","Threshold75","Unaltered",1,"Altered"
22545349,"ASCI","Threshold25","Altered",2,"Altered"
22545349,"CSCI","Threshold75","Altered",1,"Altered"
22545349,"CSCI","Threshold75","Unaltered",1,"Altered"
22545355,"ASCI","Threshold25","Altered",2,"Altered"
22545355,"CSCI","Threshold75","Altered",1,"Altered"
22545355,"CSCI","Threshold75","Unaltered",1,"Altered"
22545361,"ASCI","Threshold25","Altered",2,"Altered"
22545361,"CSCI","Threshold75","Altered",1,"Altered"
22545361,"CSCI","Threshold75","Unaltered",1,"Altered"
22545365,"ASCI","Threshold25","Altered",2,"Altered"
22545365,"CSCI","Threshold75","Altered",2,"Altered"
22545369,"ASCI","Threshold25","Altered",2,"Altered"
22545369,"CSCI","Threshold75","Altered",2,"Altered"
22545371,"ASCI","Threshold25","Altered",2,"Altered"
22545371,"CSCI","Threshold75","Altered",1,"Altered"
22545371,"CSCI","Threshold75","Unaltered",1,"Altered"
22545373,"ASCI","Threshold25","Altered",2,"Altered"
22545373,"CSCI","Threshold75","Altered",1,"Altered"
22545373,"CSCI","Threshold75","Unaltered",1,"Altered"
22545381,"ASCI","Threshold25","Altered",2,"Altered"
22545381,"CSCI","Threshold75","Altered",1,"Altered"
22545381,"CSCI","Threshold75","Unaltered",1,"Altered"
22545387,"ASCI","Threshold25","Altered",2,"Altered"
22545387,"CSCI","Threshold75","Altered",2,"Altered"
22545393,"ASCI","Threshold25","Altered",2,"Altered"
22545393,"CSCI","Threshold75","Altered",1,"Altered"
22545393,"CSCI","Threshold75","Unaltered",1,"Altered"
22545399,"ASCI","Threshold25","Altered",2,"Altered"
22545399,"CSCI","Threshold75","Altered",1,"Altered"
22545399,"CSCI","Threshold75","Unaltered",1,"Altered"
22545409,"ASCI","Threshold25","Altered",2,"Altered"
22545409,"CSCI","Threshold75","Altered",1,"Altered"
22545409,"CSCI","Threshold75","Unaltered",1,"Altered"
22545415,"ASCI","Threshold25","Altered",2,"Altered"
22545415,"CSCI","Threshold75","Altered",1,"Altered"
22545415,"CSCI","Threshold75","Unaltered",1,"Altered"
22545417,"ASCI","Threshold25","Altered",2,"Altered"
22545417,"CSCI","Threshold75","Altered",1,"Altered"
22545417,"CSCI","Threshold75","Unaltered",1,"Altered"
22545421,"ASCI","Threshold25","Altered",2,"Altered"
22545421,"CSCI","Threshold75","Altered",2,"Altered"
22545425,"ASCI","Threshold25","Altered",2,"Altered"
22545425,"CSCI","Threshold75","Altered",1,"Altered"
22545425,"CSCI","Threshold75","Unaltered",1,"Altered"
22545429,"ASCI","Threshold25","Altered",2,"Altered"
22545429,"CSCI","Threshold75","Altered",2,"Altered"
22545431,"ASCI","Threshold25","Altered",2,"Altered"
22545431,"CSCI","Threshold75","Altered",2,"Altered"
22545435,"ASCI","Threshold25","Altered",2,"Altered"
22545435,"CSCI","Threshold75","Altered",2,"Altered"
22545437,"ASCI","Threshold25","Altered",2,"Altered"
22545437,"CSCI","Threshold75","Altered",1,"Altered"
22545437,"CSCI","Threshold75","Unaltered",1,"Altered"
22545447,"ASCI","Threshold25","Altered",2,"Altered"
22545447,"CSCI","Threshold75","Altered",1,"Altered"
22545447,"CSCI","Threshold75","Unaltered",1,"Altered"
22545449,"ASCI","Threshold25","Altered",2,"Altered"
22545449,"CSCI","Threshold75","Altered",2,"Altered"
22545469,"ASCI","Threshold25","Altered",2,"Altered"
22545469,"CSCI","Threshold75","Altered",2,"Altered"
22545483,"ASCI","Threshold25","Altered",1,"Altered"
22545483,"ASCI","Threshold25","Unaltered",1,"Altered"
22545483,"CSCI","Threshold75","Altered",1,"Altered"
22545483,"CSCI","Threshold75","Unaltered",1,"Altered"
22545485,"ASCI","Threshold25","Altered",2,"Altered"
22545485,"CSCI","Threshold75","Altered",2,"Altered"
22545487,"ASCI","Threshold25","Altered",2,"Altered"
22545487,"CSCI","Threshold75","Altered",2,"Altered"
22545499,"ASCI","Threshold25","Altered",2,"Altered"
22545499,"CSCI","Threshold75","Altered",2,"Altered"
22547061,"ASCI","Threshold25","Altered",2,"Altered"
22547061,"CSCI","Threshold75","Altered",2,"Altered"
22547073,"ASCI","Threshold25","Altered",2,"Altered"
22547073,"CSCI","Threshold75","Altered",2,"Altered"
22547077,"ASCI","Threshold25","Altered",2,"Altered"
22547077,"CSCI","Threshold75","Altered",2,"Altered"
22547079,"ASCI","Threshold25","Altered",2,"Altered"
22547079,"CSCI","Threshold75","Altered",2,"Altered"
22547081,"ASCI","Threshold25","Altered",2,"Altered"
22547081,"CSCI","Threshold75","Altered",1,"Altered"
22547081,"CSCI","Threshold75","Unaltered",1,"Altered"
22547083,"ASCI","Threshold25","Altered",2,"Altered"
22547083,"CSCI","Threshold75","Altered",1,"Altered"
22547083,"CSCI","Threshold75","Unaltered",1,"Altered"
22547085,"ASCI","Threshold25","Altered",2,"Altered"
22547085,"CSCI","Threshold75","Altered",1,"Altered"
22547085,"CSCI","Threshold75","Unaltered",1,"Altered"
22547089,"ASCI","Threshold25","Altered",2,"Altered"
22547089,"CSCI","Threshold75","Altered",2,"Altered"
22547091,"ASCI","Threshold25","Altered",2,"Altered"
22547091,"CSCI","Threshold75","Altered",2,"Altered"
22547109,"ASCI","Threshold25","Altered",2,"Altered"
22547109,"CSCI","Threshold75","Altered",2,"Altered"
22547111,"ASCI","Threshold25","Altered",2,"Altered"
22547111,"CSCI","Threshold75","Altered",1,"Altered"
22547111,"CSCI","Threshold75","Unaltered",1,"Altered"
22547113,"ASCI","Threshold25","Altered",2,"Altered"
22547113,"CSCI","Threshold75","Altered",1,"Altered"
22547113,"CSCI","Threshold75","Unaltered",1,"Altered"
22547117,"ASCI","Threshold25","Altered",2,"Altered"
22547117,"CSCI","Threshold75","Altered",1,"Altered"
22547117,"CSCI","Threshold75","Unaltered",1,"Altered"
22547119,"ASCI","Threshold25","Altered",2,"Altered"
22547119,"CSCI","Threshold75","Altered",1,"Altered"
22547119,"CSCI","Threshold75","Unaltered",1,"Altered"
22547121,"ASCI","Threshold25","Altered",1,"Altered"
22547121,"ASCI","Threshold25","Unaltered",1,"Altered"
22547121,"CSCI","Threshold75","Altered",1,"Altered"
22547121,"CSCI","Threshold75","Unaltered",1,"Altered"
22547125,"ASCI","Threshold25","Altered",2,"Altered"
22547125,"CSCI","Threshold75","Altered",1,"Altered"
22547125,"CSCI","Threshold75","Unaltered",1,"Altered"
22547129,"ASCI","Threshold25","Altered",2,"Altered"
22547129,"CSCI","Threshold75","Altered",1,"Altered"
22547129,"CSCI","Threshold75","Unaltered",1,"Altered"
22547131,"ASCI","Threshold25","Altered",2,"Altered"
22547131,"CSCI","Threshold75","Altered",2,"Altered"
22547135,"ASCI","Threshold25","Altered",1,"Altered"
22547135,"ASCI","Threshold25","Unaltered",1,"Altered"
22547135,"CSCI","Threshold75","Altered",1,"Altered"
22547135,"CSCI","Threshold75","Unaltered",1,"Altered"
22547353,"ASCI","Threshold25","Altered",2,"Altered"
22547353,"CSCI","Threshold75","Altered",1,"Altered"
22547353,"CSCI","Threshold75","Unaltered",1,"Altered"
22547359,"ASCI","Threshold25","Altered",2,"Altered"
22547359,"CSCI","Threshold75","Altered",1,"Altered"
22547359,"CSCI","Threshold75","Unaltered",1,"Altered"
22547363,"ASCI","Threshold25","Altered",2,"Altered"
22547363,"CSCI","Threshold75","Altered",1,"Altered"
22547363,"CSCI","Threshold75","Unaltered",1,"Altered"
22547387,"ASCI","Threshold25","Unaltered",2,"Unaltered"
22547387,"CSCI","Threshold75","Altered",1,"Altered"
22547387,"CSCI","Threshold75","Unaltered",1,"Altered"
22547391,"ASCI","Threshold25","Altered",1,"Altered"
22547391,"ASCI","Threshold25","Unaltered",1,"Altered"
22547391,"CSCI","Threshold75","Altered",1,"Altered"
22547391,"CSCI","Threshold75","Unaltered",1,"Altered"
22547405,"ASCI","Threshold25","Altered",1,"Altered"
22547405,"ASCI","Threshold25","Unaltered",1,"Altered"
22547405,"CSCI","Threshold75","Altered",1,"Altered"
22547405,"CSCI","Threshold75","Unaltered",1,"Altered"
22547409,"ASCI","Threshold25","Altered",1,"Altered"
22547409,"ASCI","Threshold25","Unaltered",1,"Altered"
22547409,"CSCI","Threshold75","Unaltered",2,"Unaltered"
22547413,"ASCI","Threshold25","Altered",1,"Altered"
22547413,"ASCI","Threshold25","Unaltered",1,"Altered"
22547413,"CSCI","Threshold75","Altered",1,"Altered"
22547413,"CSCI","Threshold75","Unaltered",1,"Altered"
22547417,"ASCI","Threshold25","Altered",2,"Altered"
22547417,"CSCI","Threshold75","Altered",1,"Altered"
22547417,"CSCI","Threshold75","Unaltered",1,"Altered"
22547421,"ASCI","Threshold25","Altered",2,"Altered"
22547421,"CSCI","Threshold75","Altered",1,"Altered"
22547421,"CSCI","Threshold75","Unaltered",1,"Altered"
22547429,"ASCI","Threshold25","Altered",1,"Altered"
22547429,"ASCI","Threshold25","Unaltered",1,"Altered"
22547429,"CSCI","Threshold75","Unaltered",2,"Unaltered"
22547431,"ASCI","Threshold25","Altered",2,"Altered"
22547431,"CSCI","Threshold75","Altered",1,"Altered"
22547431,"CSCI","Threshold75","Unaltered",1,"Altered"
22547437,"ASCI","Threshold25","Unaltered",2,"Unaltered"
22547437,"CSCI","Threshold75","Unaltered",2,"Unaltered"
22547439,"ASCI","Threshold25","Altered",1,"Altered"
22547439,"ASCI","Threshold25","Unaltered",1,"Altered"
22547439,"CSCI","Threshold75","Altered",2,"Altered"
22547453,"ASCI","Threshold25","Altered",1,"Altered"
22547453,"ASCI","Threshold25","Unaltered",1,"Altered"
22547453,"CSCI","Threshold75","Altered",1,"Altered"
22547453,"CSCI","Threshold75","Unaltered",1,"Altered"
22547457,"ASCI","Threshold25","Altered",1,"Altered"
22547457,"ASCI","Threshold25","Unaltered",1,"Altered"
22547457,"CSCI","Threshold75","Altered",1,"Altered"
22547457,"CSCI","Threshold75","Unaltered",1,"Altered"
22547463,"ASCI","Threshold25","Altered",1,"Altered"
22547463,"ASCI","Threshold25","Unaltered",1,"Altered"
