"","X","metric","Threshold70","Threshold90","Threshold99","n","Type","Biol","Bio_endpoint","Bio_threshold","Hydro_endpoint"
"21",21,"H_ASCI_FA_Dur_0.86_Positive",1.43307067870237,0.476445798937426,0.0476445798937426,22,"Positive","ASCI","H_ASCI",0.86,"FA_Dur"
"22",22,"H_ASCI_FA_Mag_0.86_Positive",1.07553524349826,0.453529472251848,0.168132865405954,31,"Positive","ASCI","H_ASCI",0.86,"FA_Mag"
"23",23,"H_ASCI_FA_Tim_0.86_Positive",NA,NA,NA,12,"Positive","ASCI","H_ASCI",0.86,"FA_Tim"
"24",24,"H_ASCI_Q99_0.86_Positive",204.017791630429,63.0391156036337,6.13521278045113,278,"Positive","ASCI","H_ASCI",0.86,"Q99"
"25",25,"H_ASCI_SP_Dur_0.86_Positive",17.5584564400731,6.0567934173048,0.622804541293257,114,"Positive","ASCI","H_ASCI",0.86,"SP_Dur"
"26",26,"H_ASCI_SP_Mag_0.86_Positive",163.520537438321,50.2058131237982,4.87641772641071,235,"Positive","ASCI","H_ASCI",0.86,"SP_Mag"
"27",27,"H_ASCI_SP_ROC_0.86_Positive",0.0173035312975327,0.00536070544626883,0.000523270857939577,183,"Positive","ASCI","H_ASCI",0.86,"SP_ROC"
"28",28,"H_ASCI_SP_Tim_0.86_Positive",10.1105055569957,3.29149010208396,0.322737044908772,256,"Positive","ASCI","H_ASCI",0.86,"SP_Tim"
"29",29,"H_ASCI_Wet_BFL_Dur_0.86_Positive",18.8315254060924,6.10550526091616,0.60823277858779,268,"Positive","ASCI","H_ASCI",0.86,"Wet_BFL_Dur"
"30",30,"H_ASCI_Wet_BFL_Mag_10_0.86_Positive",0.303434210098248,0.095679159141458,0.0094017860537196,166,"Positive","ASCI","H_ASCI",0.86,"Wet_BFL_Mag_10"
"31",31,"H_ASCI_Wet_BFL_Mag_50_0.86_Positive",1.55570357646383,0.503099180733058,0.0500601685189166,167,"Positive","ASCI","H_ASCI",0.86,"Wet_BFL_Mag_50"
"32",32,"H_ASCI_Wet_Tim_0.86_Positive",3.83989665099245,1.33368766097621,0.137330254012557,96,"Positive","ASCI","H_ASCI",0.86,"Wet_Tim"
"33",33,"H_ASCI_DS_Dur_WS_0.94_Positive",9.30195205116742,2.98541797399821,0.296256268141939,111,"Positive","ASCI","H_ASCI",0.94,"DS_Dur_WS"
"34",34,"H_ASCI_DS_Mag_50_0.94_Positive",0.279132457546515,0.0846955079933306,0.00818326714535903,222,"Positive","ASCI","H_ASCI",0.94,"DS_Mag_50"
"35",35,"H_ASCI_DS_Mag_90_0.94_Positive",0.176176571906593,0.0540121606074767,0.00523797615134012,205,"Positive","ASCI","H_ASCI",0.94,"DS_Mag_90"
"36",36,"H_ASCI_DS_Tim_0.94_Positive",10.6921068761644,3.44291655196603,0.340729694234589,116,"Positive","ASCI","H_ASCI",0.94,"DS_Tim"
"37",37,"H_ASCI_FA_Dur_0.94_Positive",1.30367409853065,0.410495809230714,0.0410495809230714,22,"Positive","ASCI","H_ASCI",0.94,"FA_Dur"
"38",38,"H_ASCI_FA_Mag_0.94_Positive",0.376963302326327,0.215157190940253,0.143543641134437,31,"Positive","ASCI","H_ASCI",0.94,"FA_Mag"
"39",39,"H_ASCI_FA_Tim_0.94_Positive",NA,NA,NA,12,"Positive","ASCI","H_ASCI",0.94,"FA_Tim"
"40",40,"H_ASCI_Q99_0.94_Positive",15.0901846529937,4.6274685193371,0.448813573903928,278,"Positive","ASCI","H_ASCI",0.94,"Q99"
"41",41,"H_ASCI_SP_Dur_0.94_Positive",12.8457743135703,4.17515088709666,0.415794994900848,114,"Positive","ASCI","H_ASCI",0.94,"SP_Dur"
"42",42,"H_ASCI_SP_Mag_0.94_Positive",30.4060006709915,9.26366547803445,0.895789155478975,235,"Positive","ASCI","H_ASCI",0.94,"SP_Mag"
"43",43,"H_ASCI_SP_ROC_0.94_Positive",0.0025932572085316,0.000800250103784854,7.72695189410798e-05,183,"Positive","ASCI","H_ASCI",0.94,"SP_ROC"
"44",44,"H_ASCI_SP_Tim_0.94_Positive",9.15498768526571,2.94653725701996,0.28066386907488,256,"Positive","ASCI","H_ASCI",0.94,"SP_Tim"
"45",45,"H_ASCI_Wet_BFL_Dur_0.94_Positive",15.3619899821554,4.80798970214262,0.470633065164585,268,"Positive","ASCI","H_ASCI",0.94,"Wet_BFL_Dur"
"46",46,"H_ASCI_Wet_BFL_Mag_10_0.94_Positive",0.371825807864794,0.115645083260787,0.0112817574549645,166,"Positive","ASCI","H_ASCI",0.94,"Wet_BFL_Mag_10"
"47",47,"H_ASCI_Wet_BFL_Mag_50_0.94_Positive",1.37508863445704,0.429058135436858,0.0419494098868935,167,"Positive","ASCI","H_ASCI",0.94,"Wet_BFL_Mag_50"
"48",48,"H_ASCI_Wet_Tim_0.94_Positive",0.956156797480472,0.31243488497131,0.031243488497131,96,"Positive","ASCI","H_ASCI",0.94,"Wet_Tim"
"49",49,"H_ASCI_DS_Dur_WS_0.75_Negative",-59.0670969415637,-19.9976962017287,-2.44882728940229,195,"Negative","ASCI","H_ASCI",0.75,"DS_Dur_WS"
"50",50,"H_ASCI_DS_Mag_50_0.75_Negative",-7.4323674251931,-2.51246296987035,-0.2538361611896,133,"Negative","ASCI","H_ASCI",0.75,"DS_Mag_50"
"51",51,"H_ASCI_DS_Mag_90_0.75_Negative",-3.15947938025314,-1.06104164852595,-0.108204554813825,150,"Negative","ASCI","H_ASCI",0.75,"DS_Mag_90"
"52",52,"H_ASCI_DS_Tim_0.75_Negative",-76.8203743948535,-25.5137886222563,-2.99539520078414,230,"Negative","ASCI","H_ASCI",0.75,"DS_Tim"
"53",53,"H_ASCI_FA_Dur_0.75_Negative",-2.29916335477142,-1.125951243032,-0.563385188956559,18,"Negative","ASCI","H_ASCI",0.75,"FA_Dur"
"54",54,"H_ASCI_FA_Mag_0.75_Negative",-46.3287098854516,-58.7983706740929,-64.3548009754093,9,"Negative","ASCI","H_ASCI",0.75,"FA_Mag"
"55",55,"H_ASCI_FA_Tim_0.75_Negative",-14.2445388262089,-5.12788179939002,-0.970268299675985,28,"Negative","ASCI","H_ASCI",0.75,"FA_Tim"
"56",56,"H_ASCI_Q99_0.75_Negative",-0.0270255288261255,-0.0117997615890888,-0.00146257747718042,76,"Negative","ASCI","H_ASCI",0.75,"Q99"
"57",57,"H_ASCI_SP_Dur_0.75_Negative",-36.132084186325,-12.2273710313224,-1.6737152290751,225,"Negative","ASCI","H_ASCI",0.75,"SP_Dur"
"58",58,"H_ASCI_SP_Mag_0.75_Negative",-1.80325790601815,-0.689723016310593,-0.076508526070924,112,"Negative","ASCI","H_ASCI",0.75,"SP_Mag"
"59",59,"H_ASCI_SP_ROC_0.75_Negative",-0.239023863046462,-0.0799593756806063,-0.00801324263606065,170,"Negative","ASCI","H_ASCI",0.75,"SP_ROC"
"60",60,"H_ASCI_SP_Tim_0.75_Negative",-32.5967216757665,-11.1171363966105,-1.56714311639037,84,"Negative","ASCI","H_ASCI",0.75,"SP_Tim"
"61",61,"H_ASCI_Wet_BFL_Dur_0.75_Negative",-24.7335141843977,-9.27883998193935,-1.4308321632772,71,"Negative","ASCI","H_ASCI",0.75,"Wet_BFL_Dur"
"62",62,"H_ASCI_Wet_BFL_Mag_10_0.75_Negative",-3.69591182263415,-1.20335765333304,-0.120259010022927,188,"Negative","ASCI","H_ASCI",0.75,"Wet_BFL_Mag_10"
"63",63,"H_ASCI_Wet_BFL_Mag_50_0.75_Negative",-6.99523593683863,-2.21190025315402,-0.217802304432406,187,"Negative","ASCI","H_ASCI",0.75,"Wet_BFL_Mag_50"
"64",64,"H_ASCI_Wet_Tim_0.75_Negative",-31.3346557987999,-10.5642422051262,-1.50400525559044,248,"Negative","ASCI","H_ASCI",0.75,"Wet_Tim"
"65",65,"H_ASCI_DS_Dur_WS_0.86_Negative",-52.639523143972,-17.4485868583565,-2.1777196713081,195,"Negative","ASCI","H_ASCI",0.86,"DS_Dur_WS"
"66",66,"H_ASCI_DS_Mag_50_0.86_Negative",-1.44936972859081,-0.47285935484995,-0.0472883004802118,133,"Negative","ASCI","H_ASCI",0.86,"DS_Mag_50"
"67",67,"H_ASCI_DS_Mag_90_0.86_Negative",-1.72996581890124,-0.55749456245315,-0.0554461138182907,150,"Negative","ASCI","H_ASCI",0.86,"DS_Mag_90"
"68",68,"H_ASCI_DS_Tim_0.86_Negative",-75.7108495846479,-24.4011478008396,-2.84558507154549,230,"Negative","ASCI","H_ASCI",0.86,"DS_Tim"
"69",69,"H_ASCI_FA_Dur_0.86_Negative",-2.20055908933281,-1.00939185339273,-0.550865842227956,18,"Negative","ASCI","H_ASCI",0.86,"FA_Dur"
"70",70,"H_ASCI_FA_Mag_0.86_Negative",-46.3287098854516,-58.7983706740929,-64.3548009754093,9,"Negative","ASCI","H_ASCI",0.86,"FA_Mag"
"71",71,"H_ASCI_FA_Tim_0.86_Negative",-11.6861567361476,-3.80822999710981,-0.822725606558463,28,"Negative","ASCI","H_ASCI",0.86,"FA_Tim"
"72",72,"H_ASCI_Q99_0.86_Negative",-0.0198396680467408,-0.00712681136107745,-0.000749698595057519,76,"Negative","ASCI","H_ASCI",0.86,"Q99"
"73",73,"H_ASCI_SP_Dur_0.86_Negative",-24.381011600875,-7.97778170345294,-1.23151339696627,225,"Negative","ASCI","H_ASCI",0.86,"SP_Dur"
"74",74,"H_ASCI_SP_Mag_0.86_Negative",-1.52028131526718,-0.512626710576174,-0.0522662754475617,112,"Negative","ASCI","H_ASCI",0.86,"SP_Mag"
"75",75,"H_ASCI_SP_ROC_0.86_Negative",-0.194599430058012,-0.0631172139468875,-0.00624920631484222,170,"Negative","ASCI","H_ASCI",0.86,"SP_ROC"
"76",76,"H_ASCI_SP_Tim_0.86_Negative",-32.4721268934846,-10.6312762293429,-1.49477956155049,84,"Negative","ASCI","H_ASCI",0.86,"SP_Tim"
"77",77,"H_ASCI_Wet_BFL_Dur_0.86_Negative",-27.6097626355158,-9.29578166684814,-1.37135984745823,71,"Negative","ASCI","H_ASCI",0.86,"Wet_BFL_Dur"
"78",78,"H_ASCI_Wet_BFL_Mag_10_0.86_Negative",-1.22638395576206,-0.389423573792045,-0.03840770209312,188,"Negative","ASCI","H_ASCI",0.86,"Wet_BFL_Mag_10"
"79",79,"H_ASCI_Wet_BFL_Mag_50_0.86_Negative",-2.24301161150454,-0.69178809337008,-0.0672830669492168,187,"Negative","ASCI","H_ASCI",0.86,"Wet_BFL_Mag_50"
"80",80,"H_ASCI_Wet_Tim_0.86_Negative",-27.2460924871649,-8.88122257876721,-1.31968113475386,248,"Negative","ASCI","H_ASCI",0.86,"Wet_Tim"
"81",81,"H_ASCI_DS_Dur_WS_0.94_Negative",-46.2795871755454,-15.060252427918,-1.92882519020582,195,"Negative","ASCI","H_ASCI",0.94,"DS_Dur_WS"
"82",82,"H_ASCI_DS_Mag_50_0.94_Negative",-0.487930300679418,-0.151874647828372,-0.0148858942857268,133,"Negative","ASCI","H_ASCI",0.94,"DS_Mag_50"
"83",83,"H_ASCI_DS_Mag_90_0.94_Negative",-0.233921738364233,-0.0735607641421665,-0.0072191317085312,150,"Negative","ASCI","H_ASCI",0.94,"DS_Mag_90"
"84",84,"H_ASCI_DS_Tim_0.94_Negative",-39.7343896012183,-12.4881979995746,-1.66022719523682,230,"Negative","ASCI","H_ASCI",0.94,"DS_Tim"
"85",85,"H_ASCI_FA_Dur_0.94_Negative",-2.20055908933281,-1.00939185339273,-0.550865842227956,18,"Negative","ASCI","H_ASCI",0.94,"FA_Dur"
"86",86,"H_ASCI_FA_Mag_0.94_Negative",-46.3287098854516,-58.7983706740929,-64.3548009754093,9,"Negative","ASCI","H_ASCI",0.94,"FA_Mag"
"87",87,"H_ASCI_FA_Tim_0.94_Negative",-11.6861567361476,-3.80822999710981,-0.822725606558463,28,"Negative","ASCI","H_ASCI",0.94,"FA_Tim"
"88",88,"H_ASCI_Q99_0.94_Negative",-0.0179226489416303,-0.00601326681927659,-0.000607279253253079,76,"Negative","ASCI","H_ASCI",0.94,"Q99"
"89",89,"H_ASCI_SP_Dur_0.94_Negative",-20.6086711261111,-6.66385668627655,-1.09746469088093,225,"Negative","ASCI","H_ASCI",0.94,"SP_Dur"
"90",90,"H_ASCI_SP_Mag_0.94_Negative",-1.96642324603333,-0.627598243611776,-0.0620830343834272,112,"Negative","ASCI","H_ASCI",0.94,"SP_Mag"
"91",91,"H_ASCI_SP_ROC_0.94_Negative",-0.230769746543615,-0.0761957400728353,-0.00758740805428465,170,"Negative","ASCI","H_ASCI",0.94,"SP_ROC"
"92",92,"H_ASCI_SP_Tim_0.94_Negative",-23.4331416134194,-7.5065730613641,-1.1794934682023,84,"Negative","ASCI","H_ASCI",0.94,"SP_Tim"
"93",93,"H_ASCI_Wet_BFL_Dur_0.94_Negative",-30.3115913851885,-10.2246661202592,-1.46407611526685,71,"Negative","ASCI","H_ASCI",0.94,"Wet_BFL_Dur"
"94",94,"H_ASCI_Wet_BFL_Mag_10_0.94_Negative",-1.0533496810442,-0.324342418806666,-0.0315094673711001,188,"Negative","ASCI","H_ASCI",0.94,"Wet_BFL_Mag_10"
"95",95,"H_ASCI_Wet_BFL_Mag_50_0.94_Negative",-0.343970726504185,-0.105433213088802,-0.0102211942105733,187,"Negative","ASCI","H_ASCI",0.94,"Wet_BFL_Mag_50"
"96",96,"H_ASCI_Wet_Tim_0.94_Negative",-18.8087335675926,-6.10938106854193,-1.04363152471645,248,"Negative","ASCI","H_ASCI",0.94,"Wet_Tim"
"97",1,"CSCI_DS_Dur_WS_0.63_Positive",72.9570247755045,30.0913751561875,3.54143310680222,144,"Positive","CSCI","CSCI",0.63,"DS_Dur_WS"
"98",2,"CSCI_DS_Mag_50_0.63_Positive",2.62042229398776,3.66618487124048,4.20293336182405,269,"Positive","CSCI","CSCI",0.63,"DS_Mag_50"
"99",3,"CSCI_DS_Mag_90_0.63_Positive",15.4814370737142,5.42779687822464,0.57539189320533,245,"Positive","CSCI","CSCI",0.63,"DS_Mag_90"
"100",4,"CSCI_DS_Tim_0.63_Positive",25.0167837198361,10.5586241646952,1.26237403813755,165,"Positive","CSCI","CSCI",0.63,"DS_Tim"
"101",5,"CSCI_FA_Dur_0.63_Positive",1.95963445599131,0.763577112511188,0.0809540652479576,26,"Positive","CSCI","CSCI",0.63,"FA_Dur"
"102",6,"CSCI_FA_Mag_0.63_Positive",315.448171512578,110.691018663409,11.5140657666183,41,"Positive","CSCI","CSCI",0.63,"FA_Mag"
"103",7,"CSCI_FA_Tim_0.63_Positive",0.6,0.2,0.02,17,"Positive","CSCI","CSCI",0.63,"FA_Tim"
"104",8,"CSCI_Q99_0.63_Positive",570.703448026605,202.04400915208,21.131363071782,315,"Positive","CSCI","CSCI",0.63,"Q99"
"105",9,"CSCI_SP_Dur_0.63_Positive",30.7161338443505,13.2460952301511,1.4600516714204,158,"Positive","CSCI","CSCI",0.63,"SP_Dur"
"106",10,"CSCI_SP_Mag_0.63_Positive",665.398582296072,231.694952230312,23.8939061510902,277,"Positive","CSCI","CSCI",0.63,"SP_Mag"
"107",11,"CSCI_SP_ROC_0.63_Positive",0.109225561022776,0.0393052805442988,0.00413820217718391,214,"Positive","CSCI","CSCI",0.63,"SP_ROC"
"108",12,"CSCI_SP_Tim_0.63_Positive",21.2760543547689,8.73134828448358,1.01876192629122,307,"Positive","CSCI","CSCI",0.63,"SP_Tim"
"109",13,"CSCI_Wet_BFL_Dur_0.63_Positive",35.2095849317019,14.0200426288112,1.60264597425231,303,"Positive","CSCI","CSCI",0.63,"Wet_BFL_Dur"
"110",14,"CSCI_Wet_BFL_Mag_10_0.63_Positive",0.677448438004467,0.227898530853049,0.0228825299552361,197,"Positive","CSCI","CSCI",0.63,"Wet_BFL_Mag_10"
"111",15,"CSCI_Wet_BFL_Mag_50_0.63_Positive",176.579615217018,63.799676347328,7.01393827385758,207,"Positive","CSCI","CSCI",0.63,"Wet_BFL_Mag_50"
"112",16,"CSCI_Wet_Tim_0.63_Positive",10.27438148912,4.64698601758988,0.597938000555744,151,"Positive","CSCI","CSCI",0.63,"Wet_Tim"
"113",17,"CSCI_DS_Dur_WS_0.79_Positive",21.3677131019996,7.90188686956224,0.857835476865465,144,"Positive","CSCI","CSCI",0.79,"DS_Dur_WS"
"114",18,"CSCI_DS_Mag_50_0.79_Positive",2.97892988052205,3.83455359577368,4.21977023427737,269,"Positive","CSCI","CSCI",0.79,"DS_Mag_50"
"115",19,"CSCI_DS_Mag_90_0.79_Positive",5.7247937470313,1.75165170245474,0.173960292869247,245,"Positive","CSCI","CSCI",0.79,"DS_Mag_90"
"116",20,"CSCI_DS_Tim_0.79_Positive",8.75875765414226,3.09805070734992,0.328318631297322,165,"Positive","CSCI","CSCI",0.79,"DS_Tim"
"117",21,"CSCI_FA_Dur_0.79_Positive",1.71874014326021,0.57671537424434,0.0577949195152086,26,"Positive","CSCI","CSCI",0.79,"FA_Dur"
"118",22,"CSCI_FA_Mag_0.79_Positive",44.1575889326049,14.3176454687482,1.46879572394708,41,"Positive","CSCI","CSCI",0.79,"FA_Mag"
"119",23,"CSCI_FA_Tim_0.79_Positive",0.6,0.2,0.02,17,"Positive","CSCI","CSCI",0.79,"FA_Tim"
"120",24,"CSCI_Q99_0.79_Positive",119.49289227411,38.7006015397905,3.85515413909544,315,"Positive","CSCI","CSCI",0.79,"Q99"
"121",25,"CSCI_SP_Dur_0.79_Positive",19.2858957098013,6.92715346374734,0.738037669541469,158,"Positive","CSCI","CSCI",0.79,"SP_Dur"
"122",26,"CSCI_SP_Mag_0.79_Positive",146.374349214644,46.9660603140947,4.65633926066678,277,"Positive","CSCI","CSCI",0.79,"SP_Mag"
"123",27,"CSCI_SP_ROC_0.79_Positive",0.0377263431047348,0.0122973393759692,0.00122934456133216,214,"Positive","CSCI","CSCI",0.79,"SP_ROC"
"124",28,"CSCI_SP_Tim_0.79_Positive",8.78488375425264,2.97986149972944,0.313897277049404,307,"Positive","CSCI","CSCI",0.79,"SP_Tim"
"125",29,"CSCI_Wet_BFL_Dur_0.79_Positive",13.6349448978056,4.7406861810661,0.491869245820557,303,"Positive","CSCI","CSCI",0.79,"Wet_BFL_Dur"
"126",30,"CSCI_Wet_BFL_Mag_10_0.79_Positive",0.653166546180614,0.221348179047508,0.0223694738228628,197,"Positive","CSCI","CSCI",0.79,"Wet_BFL_Mag_10"
"127",31,"CSCI_Wet_BFL_Mag_50_0.79_Positive",4.72856527937513,1.40465290960878,0.146046734937846,207,"Positive","CSCI","CSCI",0.79,"Wet_BFL_Mag_50"
"128",32,"CSCI_Wet_Tim_0.79_Positive",2.9068444151612,1.09155694764891,0.115845764118186,151,"Positive","CSCI","CSCI",0.79,"Wet_Tim"
"129",33,"CSCI_DS_Dur_WS_0.92_Positive",2.36580881020132,0.774320901180698,0.0774547105695546,144,"Positive","CSCI","CSCI",0.92,"DS_Dur_WS"
"130",34,"CSCI_DS_Mag_50_0.92_Positive",0.0587688476197466,0.0182408736651222,0.00177934624467043,269,"Positive","CSCI","CSCI",0.92,"DS_Mag_50"
"131",35,"CSCI_DS_Mag_90_0.92_Positive",0.172746145938769,0.0536038328021654,0.0052344949339102,245,"Positive","CSCI","CSCI",0.92,"DS_Mag_90"
"132",36,"CSCI_DS_Tim_0.92_Positive",2.89994560514854,0.915605559066129,0.0912479498604593,165,"Positive","CSCI","CSCI",0.92,"DS_Tim"
"133",37,"CSCI_FA_Dur_0.92_Positive",1.28831545019353,0.417944899750254,0.0417944899750255,26,"Positive","CSCI","CSCI",0.92,"FA_Dur"
"134",38,"CSCI_FA_Mag_0.92_Positive",2.41712759643916,0.814719850429256,0.121004280444349,41,"Positive","CSCI","CSCI",0.92,"FA_Mag"
"135",39,"CSCI_FA_Tim_0.92_Positive",0.6,0.2,0.02,17,"Positive","CSCI","CSCI",0.92,"FA_Tim"
"136",40,"CSCI_Q99_0.92_Positive",5.64741294094688,1.79305016394969,0.176948231544073,315,"Positive","CSCI","CSCI",0.92,"Q99"
"137",41,"CSCI_SP_Dur_0.92_Positive",11.1401288219182,3.68123586848761,0.359882946243097,158,"Positive","CSCI","CSCI",0.92,"SP_Dur"
"138",42,"CSCI_SP_Mag_0.92_Positive",12.798621785766,3.98029977344501,0.388597609851444,277,"Positive","CSCI","CSCI",0.92,"SP_Mag"
"139",43,"CSCI_SP_ROC_0.92_Positive",0.0153366882862723,0.00474398453262276,0.000462895815042674,214,"Positive","CSCI","CSCI",0.92,"SP_ROC"
"140",44,"CSCI_SP_Tim_0.92_Positive",4.9511274077416,1.54671328236643,0.147314255747399,307,"Positive","CSCI","CSCI",0.92,"SP_Tim"
"141",45,"CSCI_Wet_BFL_Dur_0.92_Positive",5.93556082145243,1.91345581597827,0.190493169824003,303,"Positive","CSCI","CSCI",0.92,"Wet_BFL_Dur"
"142",46,"CSCI_Wet_BFL_Mag_10_0.92_Positive",0.526174407993735,0.169354484198868,0.0167209122050988,197,"Positive","CSCI","CSCI",0.92,"Wet_BFL_Mag_10"
"143",47,"CSCI_Wet_BFL_Mag_50_0.92_Positive",6.3108718814637,1.77967124278617,0.171248257035133,207,"Positive","CSCI","CSCI",0.92,"Wet_BFL_Mag_50"
"144",48,"CSCI_Wet_Tim_0.92_Positive",1.5070957301501,0.494932209214325,0.0494932209214325,151,"Positive","CSCI","CSCI",0.92,"Wet_Tim"
"145",49,"CSCI_DS_Dur_WS_0.63_Negative",-62.4642686206128,-23.0980855539718,-2.89672979516889,230,"Negative","CSCI","CSCI",0.63,"DS_Dur_WS"
"146",50,"CSCI_DS_Mag_50_0.63_Negative",-5.39802614612063,-1.98135980229882,-0.212663490987248,151,"Negative","CSCI","CSCI",0.63,"DS_Mag_50"
"147",51,"CSCI_DS_Mag_90_0.63_Negative",-7.85695490563847,-2.90374798310163,-0.31430524077287,175,"Negative","CSCI","CSCI",0.63,"DS_Mag_90"
"148",52,"CSCI_DS_Tim_0.63_Negative",-74.7585791345059,-28.0066494688055,-3.46799047046255,250,"Negative","CSCI","CSCI",0.63,"DS_Tim"
"149",53,"CSCI_FA_Dur_0.63_Negative",-5.6272569357257,-2.31377890354905,-0.686544700219092,22,"Negative","CSCI","CSCI",0.63,"FA_Dur"
"150",54,"CSCI_FA_Mag_0.63_Negative",-17.3834475103625,-6.22257229077692,-0.844643154216842,7,"Negative","CSCI","CSCI",0.63,"FA_Mag"
"151",55,"CSCI_FA_Tim_0.63_Negative",-18.2020075656664,-6.61880995419018,-1.13588066999301,31,"Negative","CSCI","CSCI",0.63,"FA_Tim"
"152",56,"CSCI_Q99_0.63_Negative",-0.022489626779004,-0.00759149318327115,-0.000763520793723938,105,"Negative","CSCI","CSCI",0.63,"Q99"
"153",57,"CSCI_SP_Dur_0.63_Negative",-47.2692934857247,-18.2293545724858,-2.43696247900152,251,"Negative","CSCI","CSCI",0.63,"SP_Dur"
"154",58,"CSCI_SP_Mag_0.63_Negative",-7.24122776714191,-2.93344405716523,-0.373578045192001,138,"Negative","CSCI","CSCI",0.63,"SP_Mag"
"155",59,"CSCI_SP_ROC_0.63_Negative",-0.263806785904801,-0.0915066364660816,-0.00935441616898502,206,"Negative","CSCI","CSCI",0.63,"SP_ROC"
"156",60,"CSCI_SP_Tim_0.63_Negative",-44.945820787498,-15.7023004563393,-2.04204362515138,102,"Negative","CSCI","CSCI",0.63,"SP_Tim"
"157",61,"CSCI_Wet_BFL_Dur_0.63_Negative",-34.5336089359461,-12.0116759644884,-1.65857005657861,106,"Negative","CSCI","CSCI",0.63,"Wet_BFL_Dur"
"158",62,"CSCI_Wet_BFL_Mag_10_0.63_Negative",-23.9650701132687,-8.29537412787242,-0.846091693564017,223,"Negative","CSCI","CSCI",0.63,"Wet_BFL_Mag_10"
"159",63,"CSCI_Wet_BFL_Mag_50_0.63_Negative",-267.190601752355,-89.6810208289147,-9.01061079639726,213,"Negative","CSCI","CSCI",0.63,"Wet_BFL_Mag_50"
"160",64,"CSCI_Wet_Tim_0.63_Negative",-35.4301563048538,-13.3976029500264,-1.88876193978103,261,"Negative","CSCI","CSCI",0.63,"Wet_Tim"
