"","metric","Threshold25","Threshold50","Threshold75","n","Type","Biol","Bio_endpoint","Bio_threshold","Hydro_endpoint"
"30","CSCI_Wet_BFL_Mag_10_0.79_Positive",1.63422087558549,1.08042032699866,0.54628923993405,197,"Positive","CSCI","CSCI",0.79,"Wet_BFL_Mag_10"
"31","CSCI_Wet_BFL_Mag_50_0.79_Positive",12.3147215647104,8.1001902950797,3.88565902544899,207,"Positive","CSCI","CSCI",0.79,"Wet_BFL_Mag_50"
"32","CSCI_Wet_Tim_0.79_Positive",7.67040209343028,4.6252287969343,2.47288480174495,151,"Positive","CSCI","CSCI",0.79,"Wet_Tim"
"33","CSCI_DS_Dur_WS_0.92_Positive",7.61588665886526,4.14672749341744,1.95170623938159,144,"Positive","CSCI","CSCI",0.92,"DS_Dur_WS"
"34","CSCI_DS_Mag_50_0.92_Positive",0.202416648162632,0.108449314114735,0.047991248260206,269,"Positive","CSCI","CSCI",0.92,"DS_Mag_50"
"35","CSCI_DS_Mag_90_0.92_Positive",0.588803774533279,0.317436299099193,0.140796257789127,245,"Positive","CSCI","CSCI",0.92,"DS_Mag_90"
"36","CSCI_DS_Tim_0.92_Positive",9.09036849527573,5.04538282067265,2.36746427143503,165,"Positive","CSCI","CSCI",0.92,"DS_Tim"
"37","CSCI_FA_Dur_0.92_Positive",4.57203497275929,2.23644950963895,1.0584852112653,26,"Positive","CSCI","CSCI",0.92,"FA_Dur"
"38","CSCI_FA_Mag_0.92_Positive",7.36065475987527,4.46201958165707,2.00474938381499,41,"Positive","CSCI","CSCI",0.92,"FA_Mag"
"39","CSCI_FA_Tim_0.92_Positive",1.5,1,0.5,17,"Positive","CSCI","CSCI",0.92,"FA_Tim"
"40","CSCI_Q99_0.92_Positive",18.4298086192046,10.1816257583584,4.63244512484891,315,"Positive","CSCI","CSCI",0.92,"Q99"
"41","CSCI_SP_Dur_0.92_Positive",34.7420243491776,20.0972343586572,9.22303423586571,158,"Positive","CSCI","CSCI",0.92,"SP_Dur"
"42","CSCI_SP_Mag_0.92_Positive",43.9175283541655,23.6641366084964,10.4554758972848,277,"Positive","CSCI","CSCI",0.92,"SP_Mag"
"43","CSCI_SP_ROC_0.92_Positive",0.0523740663648654,0.0285704971086245,0.0124719984354159,214,"Positive","CSCI","CSCI",0.92,"SP_ROC"
"44","CSCI_SP_Tim_0.92_Positive",15.0570963193506,8.35554153311676,4.10002387639781,307,"Positive","CSCI","CSCI",0.92,"SP_Tim"
"45","CSCI_Wet_BFL_Dur_0.92_Positive",18.7195166342903,10.533192034012,4.88264316538939,303,"Positive","CSCI","CSCI",0.92,"Wet_BFL_Dur"
"46","CSCI_Wet_BFL_Mag_10_0.92_Positive",1.52033661714917,0.916412267661839,0.434169815313264,197,"Positive","CSCI","CSCI",0.92,"Wet_BFL_Mag_10"
"47","CSCI_Wet_BFL_Mag_50_0.92_Positive",23.7462405953665,10.8420725201412,5.17807172179432,207,"Positive","CSCI","CSCI",0.92,"Wet_BFL_Mag_50"
"48","CSCI_Wet_Tim_0.92_Positive",4.52490321113443,2.62879798680062,1.24780708927059,151,"Positive","CSCI","CSCI",0.92,"Wet_Tim"
"49","CSCI_DS_Dur_WS_0.63_Negative",-146.502057167552,-98.8711037799599,-53.0748057819161,230,"Negative","CSCI","CSCI",0.63,"DS_Dur_WS"
"50","CSCI_DS_Mag_50_0.63_Negative",-14.6278408673095,-8.92014840818073,-4.5776255609748,151,"Negative","CSCI","CSCI",0.63,"DS_Mag_50"
"51","CSCI_DS_Mag_90_0.63_Negative",-18.9350205618406,-12.3467506019439,-6.6930331263948,175,"Negative","CSCI","CSCI",0.63,"DS_Mag_90"
"52","CSCI_DS_Tim_0.63_Negative",-184.622857404369,-119.12875928078,-63.6222247695796,250,"Negative","CSCI","CSCI",0.63,"DS_Tim"
"53","CSCI_FA_Dur_0.63_Negative",-12.7597153668853,-8.76360619975224,-4.83714963173004,22,"Negative","CSCI","CSCI",0.63,"FA_Dur"
"54","CSCI_FA_Mag_0.63_Negative",-39.3964851453197,-27.3075741890776,-14.9024158406837,7,"Negative","CSCI","CSCI",0.63,"FA_Mag"
"55","CSCI_FA_Tim_0.63_Negative",-43.2981868076564,-29.2380273025481,-15.3933057528712,31,"Negative","CSCI","CSCI",0.63,"FA_Tim"
"56","CSCI_Q99_0.63_Negative",-0.0547254051749061,-0.0370199694753525,-0.0187954900037934,105,"Negative","CSCI","CSCI",0.63,"Q99"
"57","CSCI_SP_Dur_0.63_Negative",-108.92299235553,-73.470205126028,-40.4726742803409,251,"Negative","CSCI","CSCI",0.63,"SP_Dur"
"58","CSCI_SP_Mag_0.63_Negative",-17.2242735985322,-11.6781370255376,-6.13200045254299,138,"Negative","CSCI","CSCI",0.63,"SP_Mag"
"59","CSCI_SP_ROC_0.63_Negative",-0.615127942096152,-0.424767278095672,-0.221960505216229,206,"Negative","CSCI","CSCI",0.63,"SP_ROC"
"60","CSCI_SP_Tim_0.63_Negative",-107.553911083852,-73.0301817613252,-37.7125544104196,102,"Negative","CSCI","CSCI",0.63,"SP_Tim"
"61","CSCI_Wet_BFL_Dur_0.63_Negative",-82.8977256958581,-56.4848386121717,-28.977737365604,106,"Negative","CSCI","CSCI",0.63,"Wet_BFL_Dur"
"62","CSCI_Wet_BFL_Mag_10_0.63_Negative",-58.5808866518817,-39.3498774637633,-20.118868275645,223,"Negative","CSCI","CSCI",0.63,"Wet_BFL_Mag_10"
"63","CSCI_Wet_BFL_Mag_50_0.63_Negative",-671.030783802097,-444.221582565443,-222.929444519609,213,"Negative","CSCI","CSCI",0.63,"Wet_BFL_Mag_50"
"64","CSCI_Wet_Tim_0.63_Negative",-87.5076569738261,-56.3998479988137,-30.1711533845669,261,"Negative","CSCI","CSCI",0.63,"Wet_Tim"
"65","CSCI_DS_Dur_WS_0.79_Negative",-114.357071735496,-68.6705247798442,-33.377638796969,230,"Negative","CSCI","CSCI",0.79,"DS_Dur_WS"
"66","CSCI_DS_Mag_50_0.79_Negative",-0.239779917679008,-0.147087649150812,-0.0752798485956861,151,"Negative","CSCI","CSCI",0.79,"DS_Mag_50"
"67","CSCI_DS_Mag_90_0.79_Negative",-6.40936754476558,-3.83360996236987,-1.8459910636251,175,"Negative","CSCI","CSCI",0.79,"DS_Mag_90"
"68","CSCI_DS_Tim_0.79_Negative",-107.355900844078,-62.9616447287547,-30.6396985786903,250,"Negative","CSCI","CSCI",0.79,"DS_Tim"
"69","CSCI_FA_Dur_0.79_Negative",-12.5751704041703,-8.37351270163235,-4.34061872888792,22,"Negative","CSCI","CSCI",0.79,"FA_Dur"
"70","CSCI_FA_Mag_0.79_Negative",-13.2038508370151,-26.0347909281339,-38.8042230488651,7,"Negative","CSCI","CSCI",0.79,"FA_Mag"
"71","CSCI_FA_Tim_0.79_Negative",-28.2052009758786,-16.8948310938323,-8.48782817781252,31,"Negative","CSCI","CSCI",0.79,"FA_Tim"
"72","CSCI_Q99_0.79_Negative",-0.055740020660708,-0.0399615063143821,-0.0226474531050991,105,"Negative","CSCI","CSCI",0.79,"Q99"
"73","CSCI_SP_Dur_0.79_Negative",-88.4459515525865,-52.9161728165307,-25.6467562295263,251,"Negative","CSCI","CSCI",0.79,"SP_Dur"
"74","CSCI_SP_Mag_0.79_Negative",-3.04015755161877,-1.9112664522671,-1.0122734305225,138,"Negative","CSCI","CSCI",0.79,"SP_Mag"
"75","CSCI_SP_ROC_0.79_Negative",-0.578000354377788,-0.378698497384412,-0.18878545582857,206,"Negative","CSCI","CSCI",0.79,"SP_ROC"
"76","CSCI_SP_Tim_0.79_Negative",-90.8386820452718,-55.1482865744258,-26.1719264342547,102,"Negative","CSCI","CSCI",0.79,"SP_Tim"
"77","CSCI_Wet_BFL_Dur_0.79_Negative",-82.4771889903774,-55.9992250545191,-28.9885551280648,106,"Negative","CSCI","CSCI",0.79,"Wet_BFL_Dur"
"78","CSCI_Wet_BFL_Mag_10_0.79_Negative",-58.0687436638494,-38.3255914876988,-18.5824393115481,223,"Negative","CSCI","CSCI",0.79,"Wet_BFL_Mag_10"
"79","CSCI_Wet_BFL_Mag_50_0.79_Negative",-227.384189463516,-452.830162863794,-676.338450471906,213,"Negative","CSCI","CSCI",0.79,"Wet_BFL_Mag_50"
"80","CSCI_Wet_Tim_0.79_Negative",-45.2279352246794,-26.4502121868048,-12.9230619838392,261,"Negative","CSCI","CSCI",0.79,"Wet_Tim"
"81","CSCI_DS_Dur_WS_0.92_Negative",-100.633237520447,-56.9709701972696,-26.1754124885205,230,"Negative","CSCI","CSCI",0.92,"DS_Dur_WS"
"82","CSCI_DS_Mag_50_0.92_Negative",-0.256397554907485,-0.145474653044909,-0.0678199989532427,151,"Negative","CSCI","CSCI",0.92,"DS_Mag_50"
"83","CSCI_DS_Mag_90_0.92_Negative",-0.48176792012523,-0.272048777029617,-0.126175211309484,175,"Negative","CSCI","CSCI",0.92,"DS_Mag_90"
"84","CSCI_DS_Tim_0.92_Negative",-63.6722754882121,-35.302404904108,-16.2789531532047,250,"Negative","CSCI","CSCI",0.92,"DS_Tim"
"85","CSCI_FA_Dur_0.92_Negative",-12.6388177107541,-8.44250959531424,-4.38381386564068,22,"Negative","CSCI","CSCI",0.92,"FA_Dur"
"86","CSCI_FA_Mag_0.92_Negative",-13.2038508370151,-26.0347909281339,-38.8042230488651,7,"Negative","CSCI","CSCI",0.92,"FA_Mag"
"87","CSCI_FA_Tim_0.92_Negative",-29.8138835573912,-17.4685632032145,-8.57855801907916,31,"Negative","CSCI","CSCI",0.92,"FA_Tim"
"88","CSCI_Q99_0.92_Negative",-0.0424752701122969,-0.025999695448909,-0.012759965229807,105,"Negative","CSCI","CSCI",0.92,"Q99"
"89","CSCI_SP_Dur_0.92_Negative",-75.785170140776,-42.5721265055169,-19.5189644255131,251,"Negative","CSCI","CSCI",0.92,"SP_Dur"
"90","CSCI_SP_Mag_0.92_Negative",-4.07772530465793,-2.30100213453958,-1.07250899433155,138,"Negative","CSCI","CSCI",0.92,"SP_Mag"
"91","CSCI_SP_ROC_0.92_Negative",-0.567461304284671,-0.362520745648249,-0.175011611447642,206,"Negative","CSCI","CSCI",0.92,"SP_ROC"
"92","CSCI_SP_Tim_0.92_Negative",-89.6775111303734,-52.8944943051374,-24.0873011207933,102,"Negative","CSCI","CSCI",0.92,"SP_Tim"
"93","CSCI_Wet_BFL_Dur_0.92_Negative",-40.7438368799329,-23.2571509894993,-11.0568888857119,106,"Negative","CSCI","CSCI",0.92,"Wet_BFL_Dur"
"94","CSCI_Wet_BFL_Mag_10_0.92_Negative",-2.9028365692117,-1.58499729340302,-0.703971686899109,223,"Negative","CSCI","CSCI",0.92,"Wet_BFL_Mag_10"
"95","CSCI_Wet_BFL_Mag_50_0.92_Negative",-3.46239420450089,-1.84346765628727,-0.813064713081492,213,"Negative","CSCI","CSCI",0.92,"Wet_BFL_Mag_50"
"96","CSCI_Wet_Tim_0.92_Negative",-35.7144420061812,-19.5060716774884,-8.94308271025768,261,"Negative","CSCI","CSCI",0.92,"Wet_Tim"
